video_name,frame_number,response,Folder,Label
3OKArbzg1uc_3.avi,46,Several people are involved in a physical altercation inside a bus. A man in a grey shirt is grappling with others. yes,Fight\3OKArbzg1uc_3.avi,Fight
3OKArbzg1uc_4.avi,60,"A physical altercation is happening inside a bus, with several individuals grappling and one person on the floor amidst the struggle. yes",Fight\3OKArbzg1uc_4.avi,Fight
3SS0E4SmTk8_0.avi,13,"Two individuals are casually walking together in a parking lot or garage, marked with yellow lines on the ground. No",Fight\3SS0E4SmTk8_0.avi,Fight
3SS0E4SmTk8_1.avi,8,A person in dark clothing is seen forcefully grabbing or pulling another person in light clothing across a paved area at night. Yes,Fight\3SS0E4SmTk8_1.avi,Fight
3Vw7MoNBgx4_0.avi,75,"Police officers are apprehending individuals next to a red SUV, with one person on the ground. A police car is also present, with a parking lot in the background. yes",Fight\3Vw7MoNBgx4_0.avi,Fight
4HH7yMU8y9A_0.avi,46,"A police officer and two civilians stand near an exit. One civilian wears a graphic t-shirt. Outside, a white car and street scene are visible. no",Fight\4HH7yMU8y9A_0.avi,Fight
4HH7yMU8y9A_1.avi,12,"Two figures are grappling intensely at a doorway, appearing to be in a physical struggle. A third person observes from the foreground. Yes",Fight\4HH7yMU8y9A_1.avi,Fight
4RqDG4I4iAk_0.avi,36,"One person punches another in a bar/restaurant setting, while others are present. This appears to be a sudden act of physical violence. Yes",Fight\4RqDG4I4iAk_0.avi,Fight
4RqDG4I4iAk_1.avi,88,"Multiple individuals are engaged in a physical altercation, with some actively fighting and others observing or reacting in what appears to be a bar or restaurant setting. yes",Fight\4RqDG4I4iAk_1.avi,Fight
4RqDG4I4iAk_2.avi,128,"Multiple people are involved in a physical altercation and pushing match in a restaurant, with some observing and another distracted. yes",Fight\4RqDG4I4iAk_2.avi,Fight
4RqDG4I4iAk_3.avi,47,Two individuals assault a third person in what appears to be a restaurant or bar. The scene shows a physical struggle with overturned chairs. yes,Fight\4RqDG4I4iAk_3.avi,Fight
4RqDG4I4iAk_4.avi,131,"Several people are in a restaurant, with one person falling or sitting on the floor while others are standing around. A shoe and shirt are on the ground. yes",Fight\4RqDG4I4iAk_4.avi,Fight
4RqDG4I4iAk_5.avi,105,"Multiple people are involved in a physical altercation inside what appears to be a restaurant or bar, with some individuals on the floor in a struggle. yes",Fight\4RqDG4I4iAk_5.avi,Fight
4RqDG4I4iAk_6.avi,80,"Multiple people are on the floor in a bar-like setting, some kneeling or grappling, others appearing to be in a struggle. It seems to be a physical altercation. yes",Fight\4RqDG4I4iAk_6.avi,Fight
4RqDG4I4iAk_7.avi,101,"Multiple individuals are engaged in a violent physical altercation within a restaurant or bar, with one person on the ground and others struggling. yes",Fight\4RqDG4I4iAk_7.avi,Fight
4RqDG4I4iAk_8.avi,112,"A physical altercation is occurring in a restaurant or bar. One person is on the floor, while others are standing nearby, seemingly involved in the struggle. yes",Fight\4RqDG4I4iAk_8.avi,Fight
4yTlGiDoxBo_0.avi,67,"Multiple blurred figures are engaged in a physical altercation or scuffle in a crowded setting, captured by a security camera. yes",Fight\4yTlGiDoxBo_0.avi,Fight
4yTlGiDoxBo_1.avi,52,"A chaotic scene shows multiple individuals involved in a physical altercation, possibly with police, in a dimly lit indoor space. Yes",Fight\4yTlGiDoxBo_1.avi,Fight
4yTlGiDoxBo_2.avi,50,"Multiple blurred individuals are in a dark, crowded indoor space, some appearing to interact closely, with one person low to the ground. A bright window is on the right. yes",Fight\4yTlGiDoxBo_2.avi,Fight
4yTlGiDoxBo_3.avi,34,"Multiple blurred individuals are engaged in a physical altercation or struggle, possibly in a doorway. yes",Fight\4yTlGiDoxBo_3.avi,Fight
4yTlGiDoxBo_4.avi,41,"A group of people are engaged in a physical altercation outdoors at night, with one person appearing to be on the ground. The scene looks confrontational. Yes",Fight\4yTlGiDoxBo_4.avi,Fight
4yTlGiDoxBo_5.avi,93,Multiple individuals are involved in a physical altercation in a dark outdoor setting. One person appears to be on the ground amidst the commotion. yes,Fight\4yTlGiDoxBo_5.avi,Fight
4yzwSsis_0.avi,25,"Multiple men are involved in an aggressive altercation inside a bar or cafe. One man wields a stick, and an overturned chair indicates a fight in progress. Yes",Fight\4yzwSsis_0.avi,Fight
5QqDgtwEQsI_0.avi,74,"Multiple individuals are engaged in a physical altercation on a paved path at night, with one person visibly knocked to the ground. Yes",Fight\5QqDgtwEQsI_0.avi,Fight
6Dej3-k3MRE_0.avi,136,"People are moving and standing on a brightly lit subway platform, some near tracks, others by a colorful floor mural and a station map. no",Fight\6Dej3-k3MRE_0.avi,Fight
6Dej3-k3MRE_1.avi,135,"Multiple people are involved in a physical altercation on a subway platform. Individuals are seen struggling, with some on the ground, in what appears to be a fight. yes",Fight\6Dej3-k3MRE_1.avi,Fight
6Dej3-k3MRE_2.avi,80,A subway surveillance image shows a person kicking another who is on the ground amidst an altercation in the station. yes,Fight\6Dej3-k3MRE_2.avi,Fight
6Dej3-k3MRE_3.avi,22,"A person in a red top appears to stumble or fall on a subway platform, observed by other commuters. No",Fight\6Dej3-k3MRE_3.avi,Fight
6Dej3-k3MRE_4.avi,131,"On a subway platform, a group of individuals is engaged in a physical altercation, with some aggressively pushing a large signboard. yes",Fight\6Dej3-k3MRE_4.avi,Fight
6Dej3-k3MRE_5.avi,43,"A surveillance image shows an altercation on a subway platform, with one person appearing to strike another. Commuters and a train are also visible. yes",Fight\6Dej3-k3MRE_5.avi,Fight
6mrIIcAQ2fI_0.avi,5,"At a gas station, one person forcibly interacts with a black car's driver side while two others run, suggesting a carjacking or theft. yes",Fight\6mrIIcAQ2fI_0.avi,Fight
6mrIIcAQ2fI_2.avi,75,"A person is seen by an open-doored black car at what appears to be a gas station, with a silver car parked nearby. no",Fight\6mrIIcAQ2fI_2.avi,Fight
6mrIIcAQ2fI_3.avi,75,"Two individuals are seen struggling with a black car and its occupants, with one person pulled partially from the passenger side. This appears to be an attempted carjacking. Yes",Fight\6mrIIcAQ2fI_3.avi,Fight
6TDF_12.avi,23,"A security camera shows an indoor restaurant or cafe. A person sits at a counter in the foreground, while tables and patrons are visible in the background. no",Fight\6TDF_12.avi,Fight
6TDF_13.avi,8,"Armed individuals are engaged in a chaotic confrontation within an internet cafe, with sharp weapons reportedly present. Others observe the tense and violent scene. yes",Fight\6TDF_13.avi,Fight
6TDF_14.avi,1,"Two individuals are engaged in a physical struggle behind a counter in what appears to be a restaurant or cafe, while others observe. Yes",Fight\6TDF_14.avi,Fight
6TDF_15.avi,33,"CCTV footage shows a busy indoor space, likely a shop, with many people standing around. A person is at a counter in the foreground. no",Fight\6TDF_15.avi,Fight
6TDF_27.avi,18,Multiple people walk on a sidewalk next to parked scooters and a street with vehicles. The scene is captured by a CCTV camera. No,Fight\6TDF_27.avi,Fight
7LnoFKSl2rs_0.avi,27,"A person in a white shirt is bent over near an entrance. Another person pushes a luggage cart away. The word ""GRAND"" is visible on the mat. no",Fight\7LnoFKSl2rs_0.avi,Fight
7qtRgyFsk3s_0.avi,82,"At night, two people walk on a brick sidewalk next to a building with a sign, while a car is parked on the street. The time is 20:51:59. no",Fight\7qtRgyFsk3s_0.avi,Fight
7qtRgyFsk3s_1.avi,90,"One person is being forcefully held or moved by another on a sidewalk, while a third individual stands nearby. A car is parked on the street. Yes",Fight\7qtRgyFsk3s_1.avi,Fight
7R1m3V8C30g_0.avi,25,"People are working and socializing in an office setting. Some are at computers, others are standing and conversing in small groups. no",Fight\7R1m3V8C30g_0.avi,Fight
7R1m3V8C30g_1.avi,41,"Two men are physically struggling or play-fighting in an office setting. Other colleagues are present, some watching. An ""Abnormal Activity Detected"" alert is displayed. yes",Fight\7R1m3V8C30g_1.avi,Fight
7R1m3V8C30g_2.avi,10,"In an office, two men are physically grappling in the center, surrounded by smiling onlookers. A man at a desk and a woman working nearby observe the interaction. yes",Fight\7R1m3V8C30g_2.avi,Fight
7Xe6eysGKeU_0.avi,32,"An armed, hooded individual confronts a cashier behind a counter, while another person struggles with the assailant. Two others are present. yes",Fight\7Xe6eysGKeU_0.avi,Fight
88ndrvAZpE8_0.avi,105,"Several men are engaged in a physical altercation on a street. A security system detected the fight, triggering a police alert and incrementing a violent actions counter. yes",Fight\88ndrvAZpE8_0.avi,Fight
88ndrvAZpE8_1.avi,69,"Multiple people are engaged in a street fight next to parked cars, with one person on the ground. AI detects a fight and triggers a police alert. yes",Fight\88ndrvAZpE8_1.avi,Fight
89UQqPuR4Q4_0.avi,21,"Multiple individuals are on a paved area at night; one is on the ground, another is bent over them. News overlay states ""ARMED ROBBERY INVESTIGATION."" Yes",Fight\89UQqPuR4Q4_0.avi,Fight
8bEO4LGr_0.avi,86,"A CCTV image shows a group of people gathered on a sidewalk outside a pub on Union Street, with two cars parked nearby, in the early morning. no",Fight\8bEO4LGr_0.avi,Fight
8mxsp2RTU6M_0.avi,3,"A person in a light top and dark skirt is bending over in a hallway, possibly interacting with something on the floor. The image is blurry. No",Fight\8mxsp2RTU6M_0.avi,Fight
8pKKdS7rhXo_0.avi,135,"An inmate in orange attacks another individual on the floor of a correctional facility, while an officer stands nearby, as reported by news. yes",Fight\8pKKdS7rhXo_0.avi,Fight
8pKKdS7rhXo_1.avi,29,"An inmate in an orange jumpsuit attacks a correctional officer, leading to a struggle where another person is on the floor. A second officer watches. yes",Fight\8pKKdS7rhXo_1.avi,Fight
8pKKdS7rhXo_2.avi,145,"Correctional officers are seen subduing an inmate in an orange uniform on the floor of a facility, following an apparent attack on an officer. Yes.",Fight\8pKKdS7rhXo_2.avi,Fight
8SWZq5we_fk_0.avi,39,"A person stands next to an open car door in a parking lot at night, mid-action, with liquid visible on the ground. Yes",Fight\8SWZq5we_fk_0.avi,Fight
8SWZq5we_fk_1.avi,23,"Two individuals are seen getting out of a dark car in a parking lot at night. One person's arm is extended, facing away from the car. Other vehicles are present. Yes",Fight\8SWZq5we_fk_1.avi,Fight
8VqTmuq4HcI_0.avi,17,Two men are engaged in a physical struggle next to a silver SUV on a street with debris. Yes,Fight\8VqTmuq4HcI_0.avi,Fight
91TniI0y_0.avi,7,"People gather on a paved street at night. Individuals stand in groups, with one person in the center-left extending an arm towards another, suggesting a tense interaction. yes",Fight\91TniI0y_0.avi,Fight
9ErNHIovPDI_0.avi,23,Two individuals are engaged in a physical altercation inside an elevator. One person in a blue shirt appears to be striking or grappling with another. Yes,Fight\9ErNHIovPDI_0.avi,Fight
9U8J4abJGDg_0.avi,75,"At a busy intersection, a man stands between a red and black car with an open driver's door, as other vehicles wait. yes",Fight\9U8J4abJGDg_0.avi,Fight
a2qLzOu_n0s_0.avi,12,Three masked individuals are engaged in an apparent robbery. One is jumping over the counter while another confronts a person behind it. Yes,Fight\a2qLzOu_n0s_0.avi,Fight
a2qLzOu_n0s_1.avi,29,"A person in a dark hoodie aims an object at someone in a betting shop, while two individuals struggle behind the counter amidst a robbery attempt. Yes.",Fight\a2qLzOu_n0s_1.avi,Fight
a2qLzOu_n0s_2.avi,37,"A person in a black hoodie and green gloves aggressively reaches over a counter towards an employee, who reacts defensively. Another customer is visible in the background. Yes",Fight\a2qLzOu_n0s_2.avi,Fight
a2qLzOu_n0s_3.avi,69,"A person is pushing a large green wheeled bin out of a doorway in what appears to be a betting shop, while another person is visible behind a counter. no",Fight\a2qLzOu_n0s_3.avi,Fight
a2qLzOu_n0s_4.avi,97,"Two masked figures, one wielding a hammer, confront an older man in a shop. A third man observes from the background during this likely robbery. yes",Fight\a2qLzOu_n0s_4.avi,Fight
a7D2i0HTXGM_0.avi,119,Two people are fighting outdoors; one is preparing to strike another who is being held. A third person observes the altercation. Yes,Fight\a7D2i0HTXGM_0.avi,Fight
a7D2i0HTXGM_1.avi,44,"Several people are gathered outdoors. Two individuals are on the ground in what appears to be a physical altercation, while others stand nearby. Yes",Fight\a7D2i0HTXGM_1.avi,Fight
a7D2i0HTXGM_2.avi,41,"Two individuals are engaged in a confrontation or fight outdoors, one with an arm raised. Another person is walking away in the background. yes",Fight\a7D2i0HTXGM_2.avi,Fight
a7gBQaAFEtw_2.avi,75,"A person leans over a cluttered office desk with a laptop. The untidy room shows scattered items, a keyboard on the floor, and a handgun-like object on the desk. yes",Fight\a7gBQaAFEtw_2.avi,Fight
a7gBQaAFEtw_4.avi,75,"A person is on the floor by a doorway next to an office desk with a computer. The room is cluttered, and their posture suggests they might have fallen or are incapacitated. no",Fight\a7gBQaAFEtw_4.avi,Fight
adg5WJ6y_1.avi,18,"A chaotic scene unfolds in a messy room with a pool table. Several individuals are present, and scattered debris and overturned furniture suggest a confrontation or struggle. yes",Fight\adg5WJ6y_1.avi,Fight
aIg9Yb0O7Hg_0.avi,2,"Two people are in a dynamic, blurred interaction, possibly a struggle, involving a small animal or child in a dimly lit room. Other individuals are also present. yes",Fight\aIg9Yb0O7Hg_0.avi,Fight
aIg9Yb0O7Hg_1.avi,74,"In a living room, a person is striking another on the sofa, while a third person is on the floor. It appears to be a moment of physical interaction. yes",Fight\aIg9Yb0O7Hg_1.avi,Fight
aIg9Yb0O7Hg_2.avi,80,"Two individuals are engaged in a physical struggle in a living room, with one person appearing to hold or push the other. Others are partially visible nearby. yes",Fight\aIg9Yb0O7Hg_2.avi,Fight
aIg9Yb0O7Hg_3.avi,57,"Two individuals are engaged in a dynamic interaction on the floor, with one's head heavily blurred from motion, while another person is resting on a sofa. yes",Fight\aIg9Yb0O7Hg_3.avi,Fight
aIg9Yb0O7Hg_4.avi,56,"One person appears to be physically holding or restraining another on a couch, while other individuals are present in the room, captured in black and white. yes",Fight\aIg9Yb0O7Hg_4.avi,Fight
aIg9Yb0O7Hg_5.avi,6,"One person lies on a sofa while another bends over them. A third person kneels nearby, looking at the floor. The scene appears disheveled. yes",Fight\aIg9Yb0O7Hg_5.avi,Fight
aKgSasWRJ2s_0.avi,104,"A large crowd fills a street at night. A person in a red shirt is on the ground in the center, surrounded by people amidst what appears to be a physical altercation. yes",Fight\aKgSasWRJ2s_0.avi,Fight
aKgSasWRJ2s_1.avi,64,"A chaotic street fight involves multiple individuals actively engaged in physical aggression, with some people on the ground and others pushing and pulling. Yes",Fight\aKgSasWRJ2s_1.avi,Fight
aKgSasWRJ2s_2.avi,91,"A crowded street shows a tense confrontation between a man in a red 'SPAIN' shirt and a uniformed person, with many bystanders observing. yes",Fight\aKgSasWRJ2s_2.avi,Fight
aKgSasWRJ2s_3.avi,16,"A crowded street scene at night shows a physical altercation breaking out among several people, with police officers intervening in the bottom right corner. yes",Fight\aKgSasWRJ2s_3.avi,Fight
aKK0B4kpKZA_0.avi,7,"A customer is seen in a retail store (Cracker Barrel) during an altercation where they reportedly punched an employee, as indicated by the news overlay. Yes",Fight\aKK0B4kpKZA_0.avi,Fight
aKK0B4kpKZA_1.avi,2,"CCTV footage of a Cracker Barrel interior shows an exit and merchandise. A news overlay reports: ""CUSTOMER PUNCHES CRACKER BARREL EMPLOYEE."" Yes",Fight\aKK0B4kpKZA_1.avi,Fight
AkTZX27QhjE_1.avi,96,"A person in dark clothing appears to be striking or pushing another individual who is on the ground, amidst a group of people in an outdoor setting. Yes",Fight\AkTZX27QhjE_1.avi,Fight
AkTZX27QhjE_2.avi,0,"Several people are engaged in a physical struggle on a street. One person to the right holds an object, pointing towards the altercation. yes",Fight\AkTZX27QhjE_2.avi,Fight
AkTZX27QhjE_3.avi,6,"A police car drives on an urban street past a sidewalk with a pedestrian and a ""Pedestrian Crossing"" sign. no",Fight\AkTZX27QhjE_3.avi,Fight
AkTZX27QhjE_4.avi,18,"Two individuals are in an altercation on a sidewalk. One person is on the ground while the other is bent over them, appearing to be struggling. Yes",Fight\AkTZX27QhjE_4.avi,Fight
Am9mUxPTvK4_0.avi,70,A man exits a black car stopped by a stone pillar with an intercom. Another person is visible bending down nearby on the roadside. no,Fight\Am9mUxPTvK4_0.avi,Fight
Am9mUxPTvK4_1.avi,112,"Two people are on the ground by a street, one appearing to pull the other who is in distress. yes",Fight\Am9mUxPTvK4_1.avi,Fight
API3q8TBGu4_0.avi,4,"A person leans over a bar counter with drinks and money scattered, appearing to interact with items on the surface. The scene is captured by a security camera. no",Fight\API3q8TBGu4_0.avi,Fight
ar5ns2zW4lY_0.avi,1,"Two people are standing on a snowy path, interacting. One wears a hood, and they appear to be exchanging something near a car and a trash can. no",Fight\ar5ns2zW4lY_0.avi,Fight
