video_name,frame_number,response,Folder,Label,clean_response_no_keywords
39BFeYnbu-I_0.avi,75,"A chaotic brawl unfolds inside a diner with multiple individuals engaged in a physical altercation, pushing and grappling near booths and tables. Yes",Fight\39BFeYnbu-I_0.avi,Fight,A chaotic brawl unfolds inside a diner with multiple individuals engaged in a physical altercation pushing and grappling near booths and tables
39BFeYnbu-I_1.avi,75,"Multiple individuals are engaged in a physical altercation or brawl inside what appears to be a diner, creating a chaotic and disorderly scene. Yes",Fight\39BFeYnbu-I_1.avi,Fight,Multiple individuals are engaged in a physical altercation or brawl inside what appears to be a diner creating a chaotic and disorderly scene
39BFeYnbu-I_2.avi,75,"A forceful interaction is occurring behind a counter involving a person in blue, while other individuals are present in what appears to be a store. yes",Fight\39BFeYnbu-I_2.avi,Fight,A forceful interaction is occurring behind a involving a person in blue while other individuals are present in what appears to be a
39BFeYnbu-I_3.avi,75,"A crowded scene, possibly a restaurant, shows multiple people with raised arms and reaching hands, suggesting a physical altercation or intense dispute among individuals. yes",Fight\39BFeYnbu-I_3.avi,Fight,A crowded scene possibly a restaurant shows multiple with raised arms and reaching hands suggesting a physical altercation or intense dispute among individuals
39BFeYnbu-I_4.avi,75,"Multiple people are inside a building. Two individuals on the left are engaged in a physical struggle, while others stand nearby, including one person in a uniform. yes",Fight\39BFeYnbu-I_4.avi,Fight,Multiple are inside a building Two individuals on the left are engaged in a physical struggle while others stand nearby including one person in a uniform
39BFeYnbu-I_5.avi,75,Multiple people are involved in a physical altercation or a heated argument inside what appears to be a restaurant. Several individuals are in close proximity with raised arms. yes,Fight\39BFeYnbu-I_5.avi,Fight,Multiple are involved in a physical altercation or a heated argument inside what appears to be a restaurant Several individuals are in close proximity with raised arms
39BFeYnbu-I_6.avi,75,"Two individuals are engaged in a physical struggle inside a diner, with one person being held or forced down by another. Yes",Fight\39BFeYnbu-I_6.avi,Fight,Two individuals are engaged in a physical struggle inside a diner with one person being held or forced down by another
39BFeYnbu-I_7.avi,75,"Two women are engaged in a physical altercation on the floor, with one appearing to be held down. A man in plaid observes or participates. yes",Fight\39BFeYnbu-I_7.avi,Fight,Two women are engaged in a physical altercation on the floor with one appearing to be held down A man in plaid observes or participates
39BFeYnbu-I_8.avi,75,"A person with a gun points it at someone on the ground in what appears to be an indoor setting with multiple individuals present, suggesting a robbery or violent confrontation. yes",Fight\39BFeYnbu-I_8.avi,Fight,A person with a gun points it at someone on the ground in what appears to be an setting with multiple individuals present suggesting a robbery or violent confrontation
48J5lk4QcpE_0.avi,75,"Two men in a dimly lit indoor setting are engaged in an interaction, possibly a struggle, with one reaching towards the other. Other individuals are partially visible. yes",Fight\48J5lk4QcpE_0.avi,Fight,Two men in a dimly lit setting are engaged in an interaction possibly a struggle with one reaching towards the other Other individuals are partially visible
48J5lk4QcpE_1.avi,75,"A person is seen with a green object raised overhead in a dimly lit indoor venue, possibly shouting. Other patrons are visible. Yes.",Fight\48J5lk4QcpE_1.avi,Fight,A person is seen with a green object raised overhead in a dimly lit venue possibly shouting Other patrons are visible
48J5lk4QcpE_2.avi,75,"A man with raised arms stands over another person on the floor in a pub, suggesting an altercation. yes",Fight\48J5lk4QcpE_2.avi,Fight,A man with raised arms over another person on the floor in a pub suggesting an altercation
48J5lk4QcpE_3.avi,75,Two men are seen from behind in a dimly lit bar or pub. One man appears to be making a dynamic movement towards a table with spilled drinks. A police logo is visible. yes,Fight\48J5lk4QcpE_3.avi,Fight,Two men are seen from behind in a dimly lit bar or pub One man appears to be making a dynamic movement towards a table with spilled drinks A police logo is visible
6Rl7q_kXYbg_0.avi,75,"Surveillance footage shows two individuals engaged in a physical struggle in a hallway. One person is shirtless, the other in darker clothing, during a visible altercation. yes",Fight\6Rl7q_kXYbg_0.avi,Fight,Surveillance footage shows two individuals engaged in a physical struggle in a hallway One person is shirtless the other in darker clothing during a visible altercation
6Rl7q_kXYbg_1.avi,75,"Two people are engaged in a physical altercation in a hallway, as seen on a surveillance camera. One wears dark clothing, the other white. yes",Fight\6Rl7q_kXYbg_1.avi,Fight,Two are engaged in a physical altercation in a hallway as seen on a One wears dark clothing the other white
6Rl7q_kXYbg_2.avi,75,"Two people are seen on the floor in a hallway, one leaning over the other. The image is from a security camera dated 05-08-2017. yes",Fight\6Rl7q_kXYbg_2.avi,Fight,Two are seen on the floor in a hallway one leaning over the other The image is from a dated 05082017
6Rl7q_kXYbg_3.avi,75,"A shirtless person is crawling along a narrow hallway in what appears to be an institutional building, as captured by a security camera on 05-08-2017. no",Fight\6Rl7q_kXYbg_3.avi,Fight,A shirtless person is crawling along a narrow hallway in what appears to be an institutional building as captured by a on 05082017
6Rl7q_kXYbg_4.avi,75,"A person is lying on the floor in a corridor, with another individual partially visible nearby. The scene is captured by a security camera showing a timestamp. no",Fight\6Rl7q_kXYbg_4.avi,Fight,A person is lying on the floor in a corridor with another individual partially visible nearby The scene is captured by a showing a timestamp
6Rl7q_kXYbg_5.avi,75,"A person is on the floor in a dim hallway, appearing to be rummaging through items or possibly in distress. no",Fight\6Rl7q_kXYbg_5.avi,Fight,A person is on the floor in a dim hallway appearing to be rummaging through items or possibly in distress
7gLKFV5voOg_0.avi,75,"Multiple individuals are engaged in a struggle or altercation inside a restaurant or bar, with some grappling and others behind a counter. yes",Fight\7gLKFV5voOg_0.avi,Fight,Multiple individuals are engaged in a struggle or altercation inside a restaurant or bar with some grappling and others behind a
7gLKFV5voOg_1.avi,75,"Inside a dimly lit bar, a group of people are engaged in a physical confrontation on the left, while an employee works behind a counter. yes",Fight\7gLKFV5voOg_1.avi,Fight,Inside a dimly lit bar a group of are engaged in a physical confrontation on the left while an employee works behind a
83d-16REC40_0.avi,75,Two individuals in dark clothing are restraining a third person on the ground in what appears to be an arrest or physical altercation. yes,Fight\83d-16REC40_0.avi,Fight,Two individuals in dark clothing are restraining a third person on the ground in what appears to be an arrest or physical altercation
83d-16REC40_1.avi,75,"Multiple individuals are involved in a physical struggle on the ground, with one person in a green shirt appearing to be on top of another, while others are nearby. yes",Fight\83d-16REC40_1.avi,Fight,Multiple individuals are involved in a physical struggle on the ground with one person in a green shirt appearing to be on top of another while others are nearby
A7FCl8G35Cs_0.avi,75,"A person in a red shirt appears to be striking items on a store shelf, causing disarray. Their dynamic pose suggests a forceful, possibly aggressive act. Yes",Fight\A7FCl8G35Cs_0.avi,Fight,A person in a red shirt appears to be striking items on a shelf causing disarray Their dynamic pose suggests a forceful possibly aggressive act
A7FCl8G35Cs_1.avi,75,"One person in a red shirt is bent down in a store, while another person in a white shirt stands nearby. Shelves and a display case are visible. no",Fight\A7FCl8G35Cs_1.avi,Fight,One person in a red shirt is bent down in a while another person in a white shirt nearby Shelves and a display case are visible
ASGGSDG_183.avi,75,"A person is seen in a bus surveillance video, actively lunging and striking towards the driver with a raised arm. The driver appears to be reacting to the attack. yes",Fight\ASGGSDG_183.avi,Fight,A person is seen in a bus video actively lunging and striking towards the driver with a raised arm The driver appears to be reacting to the attack
bW2vHhYbzHM_0.avi,75,"A large parking lot at night, filled with numerous parked cars. A few people are visible near a tree on the right, some standing, one bending over. no",Fight\bW2vHhYbzHM_0.avi,Fight,A large parking lot at filled with numerous parked cars A few are visible near a tree on the right some standing one bending over
e5Dmmply_0.avi,75,"Multiple blurred figures are in rapid motion around a silver car. Some individuals appear to be forcefully interacting with the car's occupants, suggesting a struggle or abduction. Yes",Fight\e5Dmmply_0.avi,Fight,Multiple blurred figures are in rapid motion around a silver car Some individuals appear to be forcefully interacting with the cars occupants suggesting a struggle or abduction
e5Dmmply_1.avi,75,"Two people are engaged in a physical altercation next to a silver BMW car, observed by a third person. This is CCTV footage from 2012. yes",Fight\e5Dmmply_1.avi,Fight,Two are engaged in a physical altercation next to a silver BMW car observed by a third person This is CCTV footage from 2012
e5Dmmply_2.avi,75,"Two individuals interact with a silver BMW car on a paved street. One person leans towards the driver's side while another stands nearby, captured by a security camera. no",Fight\e5Dmmply_2.avi,Fight,Two individuals interact with a silver BMW car on a paved One person leans towards the drivers side while another nearby captured by a
EFv961C5RgY_0.avi,75,"CCTV footage from Bridge Street on March 28, 1999, shows an aggressive physical altercation involving multiple individuals outside a building in the early morning. yes",Fight\EFv961C5RgY_0.avi,Fight,CCTV footage from Bridge Street on March 28 1999 shows an aggressive physical altercation involving multiple individuals outside a building in the early morning
EFv961C5RgY_1.avi,75,"Multiple individuals are engaged in a physical altercation on a street outside 'The Black Swan' pub at night, displaying aggressive behavior. yes",Fight\EFv961C5RgY_1.avi,Fight,Multiple individuals are engaged in a physical altercation on a outside The Black Swan pub at displaying aggressive behavior
etyiEs3j8x8_0.avi,75,"A man outside a bus shouts aggressively at a man in the doorway, while the bus driver looks on. Other people are in the background. yes",Fight\etyiEs3j8x8_0.avi,Fight,A man outside a bus shouts aggressively at a man in the doorway while the bus driver looks on Other are in the background
etyiEs3j8x8_1.avi,75,"A person in a light shirt is forcefully pulling another person out of a bus doorway, while a third person lies on the bus floor. yes",Fight\etyiEs3j8x8_1.avi,Fight,A person in a light shirt is forcefully pulling another person out of a bus doorway while a third person lies on the bus floor
etyiEs3j8x8_2.avi,75,"A woman is stepping off a stationary bus through its open doors. Other people are visible on the pavement outside. The scene appears calm, and the bus is not moving. no",Fight\etyiEs3j8x8_2.avi,Fight,A woman is stepping off a stationary bus through its open doors Other are visible on the pavement outside The scene appears calm and the bus is not moving
etyiEs3j8x8_3.avi,75,People are seen exiting a bus with open doors onto a sidewalk. The bus is stationary. Other individuals are visible both inside and outside the bus. no,Fight\etyiEs3j8x8_3.avi,Fight,People are seen exiting a bus with open doors onto a The bus is stationary Other individuals are visible both inside and outside the bus
etyiEs3j8x8_4.avi,75,"Two men are engaged in a physical struggle at the open doorway of a bus, with one grabbing the other's head/neck area. Yes",Fight\etyiEs3j8x8_4.avi,Fight,Two men are engaged in a physical struggle at the open doorway of a bus with one grabbing the others headneck area
etyiEs3j8x8_5.avi,75,"A man holds open a bus door while outside, several people are involved in a struggle or active interaction on the pavement, with one person bent over a blue object. yes",Fight\etyiEs3j8x8_5.avi,Fight,A man holds open a bus door while outside several are involved in a struggle or active interaction on the pavement with one person bent over a blue object
etyiEs3j8x8_8.avi,75,"A man with a handgun confronts a woman at a bus door, while she attempts to intervene. Others are visible outside. yes",Fight\etyiEs3j8x8_8.avi,Fight,A man with a handgun confronts a woman at a bus door while she attempts to intervene Others are visible outside
fbtEhNq5a6E_0.avi,75,"In a dimly lit hallway, one person is on the floor while another stands over them, appearing to assist or struggle. An ""EXIT"" sign is in the background. yes",Fight\fbtEhNq5a6E_0.avi,Fight,In a dimly lit hallway one person is on the floor while another over them appearing to assist or struggle An EXIT sign is in the background
FXC43fACfPc_0.avi,75,"A person is seen moving stealthily in a garage, possibly an intruder, holding an object. A car, drum set, and various items are present. Yes",Fight\FXC43fACfPc_0.avi,Fight,A person is seen moving stealthily in a garage possibly an intruder holding an object A car drum set and various items are present
FXC43fACfPc_1.avi,75,"Two individuals are grappling on the floor of a cluttered garage, near a parked car and a drum set, while various items are stored around them. Yes",Fight\FXC43fACfPc_1.avi,Fight,Two individuals are grappling on the floor of a cluttered garage near a parked car and a drum set while various items are stored around them
FXC43fACfPc_2.avi,75,"Two individuals are on the floor, one on top of the other, near a wooden screen. A drum set and a car are in the background. yes",Fight\FXC43fACfPc_2.avi,Fight,Two individuals are on the floor one on top of the other near a wooden screen A drum set and a car are in the background
FXC43fACfPc_3.avi,75,Two individuals are engaged in a physical struggle on the floor of a cluttered garage. One person is on top of the other. yes,Fight\FXC43fACfPc_3.avi,Fight,Two individuals are engaged in a physical struggle on the floor of a cluttered garage One person is on top of the other
g-qjkePEXQA_0.avi,75,"In a snowy street, multiple Santas are engaged in a brawl near a festive building entrance, while another Santa stands by a bicycle next to a yellow taxi. yes",Fight\g-qjkePEXQA_0.avi,Fight,In a snowy multiple Santas are engaged in a brawl near a festive building entrance while another Santa by a bicycle next to a yellow taxi
g-qjkePEXQA_1.avi,75,"People in Santa and Grinch costumes are interacting in a snowy urban scene at night, featuring a taxi and decorated storefront. no",Fight\g-qjkePEXQA_1.avi,Fight,People in Santa and Grinch costumes are interacting in a snowy urban scene at featuring a taxi and decorated storefront
g-qjkePEXQA_2.avi,75,Multiple people in Santa costumes are gathered on a snowy street alongside a taxi. Two individuals appear to be engaged in a physical altercation near the center of the scene. yes,Fight\g-qjkePEXQA_2.avi,Fight,Multiple in Santa costumes are gathered on a snowy alongside a taxi Two individuals appear to be engaged in a physical altercation near the center of the scene
g-qjkePEXQA_3.avi,75,"In a snowy urban scene, people in Santa outfits are gathered around a yellow taxi. On the right, two figures appear to be in a physical altercation on the sidewalk. yes",Fight\g-qjkePEXQA_3.avi,Fight,In a snowy urban scene in Santa outfits are gathered around a yellow taxi On the right two figures appear to be in a physical altercation on the
g6jdqkcdgqk_1.avi,75,"Multiple individuals are engaged in a physical altercation in a dimly lit indoor setting. One person is on the ground while others are in close proximity, appearing to struggle. yes",Fight\g6jdqkcdgqk_1.avi,Fight,Multiple individuals are engaged in a physical altercation in a dimly lit setting One person is on the ground while others are in close proximity appearing to struggle
g6jdqkcdgqk_2.avi,75,"Several men are engaged in a physical altercation. One man swings a chair, another struggles near a desk, while two others observe the chaotic scene. yes",Fight\g6jdqkcdgqk_2.avi,Fight,Several men are engaged in a physical altercation One man swings a chair another struggles near a desk while two others observe the chaotic scene
g6jdqkcdgqk_3.avi,75,"Multiple individuals are seen in blurry, grayscale CCTV footage at night. Several people are near potted plants and a doorway, with one person raising an arm. no",Fight\g6jdqkcdgqk_3.avi,Fight,Multiple individuals are seen in blurry grayscale CCTV footage at Several are near potted plants and a doorway with one person raising an arm
g6jdqkcdgqk_4.avi,75,"Multiple young men are in a room. On the right, two individuals are on the floor engaged in a physical struggle, while others are standing nearby. yes",Fight\g6jdqkcdgqk_4.avi,Fight,Multiple young men are in a room On the right two individuals are on the floor engaged in a physical struggle while others are standing nearby
g6jdqkcdgqk_5.avi,75,"A group of men is involved in an indoor physical altercation. One man is shirtless and being restrained, while another appears to be kicking. The scene depicts a struggle. yes",Fight\g6jdqkcdgqk_5.avi,Fight,A group of men is involved in an physical altercation One man is shirtless and being restrained while another appears to be kicking The scene depicts a struggle
hytjfg_354.avi,75,"A street brawl is occurring outside a ""White Internet"" shop, with several individuals fighting and one person kicking another on the ground. Yes.",Fight\hytjfg_354.avi,Fight,A brawl is occurring outside a White Internet shop with several individuals fighting and one person kicking another on the ground
I-QiUMPTWNE_0.avi,75,"A physical altercation involving multiple men is occurring in a jewelry store. One man shouts, another is being restrained, while customers and staff react. yes",Fight\I-QiUMPTWNE_0.avi,Fight,A physical altercation involving multiple men is occurring in a jewelry One man shouts another is being restrained while customers and staff react
I-QiUMPTWNE_1.avi,75,"An altercation is breaking out in a jewelry store, with two men physically struggling while others react to the commotion. Yes",Fight\I-QiUMPTWNE_1.avi,Fight,An altercation is breaking out in a jewelry with two men physically struggling while others react to the commotion
I-QiUMPTWNE_2.avi,75,"A physical altercation is unfolding in a jewelry store. Several individuals are engaged in a struggle near display cases, while others react to the chaotic scene. yes",Fight\I-QiUMPTWNE_2.avi,Fight,A physical altercation is unfolding in a jewelry Several individuals are engaged in a struggle near display cases while others react to the chaotic scene
I-QiUMPTWNE_3.avi,75,"An apparent physical altercation is occurring at a jewelry store. Multiple individuals are engaged in a struggle behind and over the counter, with one person in white confronting others. yes",Fight\I-QiUMPTWNE_3.avi,Fight,An apparent physical altercation is occurring at a jewelry Multiple individuals are engaged in a struggle behind and over the with one person in white confronting others
I-QiUMPTWNE_4.avi,75,Several people are gathered at a store counter. One individual in a yellow jacket is aggressively reaching over the counter towards others. yes,Fight\I-QiUMPTWNE_4.avi,Fight,Several are gathered at a One individual in a yellow jacket is aggressively reaching over the towards others
I-QiUMPTWNE_5.avi,75,"A fight appears to be breaking out among several men in a jewelry store. Others are present, with one woman on the phone in the background. yes",Fight\I-QiUMPTWNE_5.avi,Fight,A fight appears to be breaking out among several men in a jewelry Others are present with one woman on the phone in the background
I-QiUMPTWNE_6.avi,75,"Multiple people are in a jewelry store. A tense confrontation or argument appears to be occurring between several men at the main counter, with one man leaning aggressively towards another. Yes",Fight\I-QiUMPTWNE_6.avi,Fight,Multiple are in a jewelry A tense confrontation or argument appears to be occurring between several men at the main with one man leaning aggressively towards another
I-QiUMPTWNE_7.avi,75,"A violent struggle erupts inside a jewelry store, with three men grappling over a counter while another man observes. It appears to be a robbery or assault. yes",Fight\I-QiUMPTWNE_7.avi,Fight,A violent struggle erupts inside a jewelry with three men grappling over a while another man observes It appears to be a robbery or assault
I-QiUMPTWNE_8.avi,75,"People are in a jewelry store, with customers leaning over a display case. One individual in a red hood is bent low, while staff attend. yes",Fight\I-QiUMPTWNE_8.avi,Fight,People are in a jewelry with customers leaning over a display case One individual in a red hood is bent low while staff attend
JECBfnp2ZXc_0.avi,75,A woman pulls a smaller person by the arm in a hallway next to an elevator. An object lies on the floor near their feet. yes,Fight\JECBfnp2ZXc_0.avi,Fight,A woman pulls a smaller person by the arm in a hallway next to an elevator An object lies on the floor near their feet
JECBfnp2ZXc_1.avi,75,"Two people are engaged in a physical struggle near an elevator in a hallway. One person is bent over, and an item, possibly shoes, is on the floor. Yes",Fight\JECBfnp2ZXc_1.avi,Fight,Two are engaged in a physical struggle near an elevator in a hallway One person is bent over and an item possibly shoes is on the floor
JECBfnp2ZXc_2.avi,75,"Two people are engaged in a physical altercation on the floor of a hallway next to an elevator, with one appearing to be on top of the other. yes",Fight\JECBfnp2ZXc_2.avi,Fight,Two are engaged in a physical altercation on the floor of a hallway next to an elevator with one appearing to be on top of the other
JECBfnp2ZXc_3.avi,75,"Two people are on the floor near an elevator, one appearing to be on top of the other, while a third person stands observing the scene. Yes.",Fight\JECBfnp2ZXc_3.avi,Fight,Two are on the floor near an elevator one appearing to be on top of the other while a third person observing the scene
JECBfnp2ZXc_4.avi,75,A man stands over a person lying motionless on the floor in a hallway next to an elevator. The scene suggests a recent incident. Yes,Fight\JECBfnp2ZXc_4.avi,Fight,A man over a person lying motionless on the floor in a hallway next to an elevator The scene suggests a recent incident
JECBfnp2ZXc_5.avi,75,A man stands over a woman lying on the floor in a hallway next to an elevator. The woman appears incapacitated. Yes,Fight\JECBfnp2ZXc_5.avi,Fight,A man over a woman lying on the floor in a hallway next to an elevator The woman appears incapacitated
JECBfnp2ZXc_6.avi,75,"A man stands over a person lying on the floor, seemingly unconscious, outside an elevator. A dark stain is visible on the floor nearby. The scene suggests a violent incident. yes",Fight\JECBfnp2ZXc_6.avi,Fight,A man over a person lying on the floor seemingly unconscious outside an elevator A dark stain is visible on the floor nearby The scene suggests a violent incident
mwuiYEBdkJs_0.avi,75,"A bright indoor scene shows two children playing, one crawling on the floor and another standing. A person is seated on a sofa in the background. no",Fight\mwuiYEBdkJs_0.avi,Fight,A bright scene shows two children playing one crawling on the floor and another standing A person is seated on a sofa in the background
mwuiYEBdkJs_1.avi,75,"Two children are engaged in physical play or interaction indoors, possibly wrestling or hugging, in a room with furniture. No",Fight\mwuiYEBdkJs_1.avi,Fight,Two children are engaged in physical play or interaction indoors possibly wrestling or hugging in a room with furniture
mwuiYEBdkJs_2.avi,75,"Two children are in motion, possibly playing, near a doorway in an indoor room with a dining table and sofas. The background is brightly lit. no",Fight\mwuiYEBdkJs_2.avi,Fight,Two children are in motion possibly playing near a doorway in an room with a dining table and sofas The background is brightly lit
mwuiYEBdkJs_3.avi,75,"Two people are interacting in a home, one seemingly giving the other a piggyback ride or carrying them across a tiled floor. No",Fight\mwuiYEBdkJs_3.avi,Fight,Two are interacting in a home one seemingly giving the other a piggyback ride or carrying them across a tiled floor
mwuiYEBdkJs_4.avi,75,An adult is helping a child move or play in a brightly lit room with tiled floors. Furniture like couches and a dining table are visible. No,Fight\mwuiYEBdkJs_4.avi,Fight,An adult is helping a child move or play in a brightly lit room with tiled floors Furniture like couches and a dining table are visible
mwuiYEBdkJs_5.avi,75,"Three children are in a room. One stands, while two others are on the floor, one bending over and holding the other's arm, possibly engaged in rough-and-tumble play. no",Fight\mwuiYEBdkJs_5.avi,Fight,Three children are in a room One while two others are on the floor one bending over and holding the others arm possibly engaged in roughandtumble play
MxkTo5F-nvU_0.avi,75,"A man stands by a blue and silver SUV in a paved area, interacting with a smaller person. The scene includes a garden and a fence. No",Fight\MxkTo5F-nvU_0.avi,Fight,A man by a blue and silver SUV in a paved area interacting with a smaller person The scene includes a garden and a fence
MxkTo5F-nvU_1.avi,75,Two men are standing by a parked SUV in a paved courtyard at dusk. One man appears to be holding an object while interacting with the other. no,Fight\MxkTo5F-nvU_1.avi,Fight,Two men are standing by a parked SUV in a paved courtyard at dusk One man appears to be holding an object while interacting with the other
MxkTo5F-nvU_2.avi,75,"Two men are standing near a parked SUV on a paved driveway with landscaping. One man is walking right, the other stands by the car. no",Fight\MxkTo5F-nvU_2.avi,Fight,Two men are standing near a parked SUV on a paved driveway with landscaping One man is walking right the other by the car
MxkTo5F-nvU_3.avi,75,Two men are standing near a blue SUV in a paved outdoor area with landscaping. No,Fight\MxkTo5F-nvU_3.avi,Fight,Two men are standing near a blue SUV in a paved outdoor area with landscaping
MxkTo5F-nvU_4.avi,75,A man runs towards another on a paved driveway next to a blue SUV. They are in an outdoor area with trees and a garden. yes,Fight\MxkTo5F-nvU_4.avi,Fight,A man runs towards another on a paved driveway next to a blue SUV They are in an outdoor area with trees and a garden
nuf-d5GugL0_0.avi,75,"A security guard confronts an agitated man in purple, while another man tries to intervene. Several other people are visible in the background of what appears to be a public or commercial space. yes",Fight\nuf-d5GugL0_0.avi,Fight,A guard confronts an agitated man in purple while another man tries to intervene Several other are visible in the background of what appears to be a public or commercial space
nuf-d5GugL0_1.avi,75,"Security personnel intervene as several men engage in a heated discussion near a counter in a public place, with one man appearing agitated. yes",Fight\nuf-d5GugL0_1.avi,Fight,Security personnel intervene as several men engage in a heated discussion near a in a public place with one man appearing agitated
nuf-d5GugL0_10.avi,75,"Two men are restraining a person on the floor in a store, while another man in black stands over them, pointing. Others watch from the background. Yes",Fight\nuf-d5GugL0_10.avi,Fight,Two men are restraining a person on the floor in a while another man in black over them pointing Others watch from the background
nuf-d5GugL0_2.avi,75,"Multiple men are engaged in a physical struggle near a counter, with a Fortis Security guard intervening. Others in the background observe or move away, indicating a commotion. yes",Fight\nuf-d5GugL0_2.avi,Fight,Multiple men are engaged in a physical struggle near a with a Fortis Security guard intervening Others in the background observe or move away indicating a commotion
nuf-d5GugL0_3.avi,75,A physical struggle is occurring among several people in a busy establishment. One person is on the ground while others grapple and observe. yes,Fight\nuf-d5GugL0_3.avi,Fight,A physical struggle is occurring among several in a busy establishment One person is on the ground while others grapple and observe
nuf-d5GugL0_4.avi,75,"Multiple men are engaged in a physical struggle on the floor of what appears to be a store or office, while others observe from the background. yes",Fight\nuf-d5GugL0_4.avi,Fight,Multiple men are engaged in a physical struggle on the floor of what appears to be a or office while others observe from the background
nuf-d5GugL0_5.avi,75,"Multiple men are engaged in a physical fight in what appears to be a public establishment, while other individuals observe or react to the commotion. yes",Fight\nuf-d5GugL0_5.avi,Fight,Multiple men are engaged in a physical fight in what appears to be a public establishment while other individuals observe or react to the commotion
nuf-d5GugL0_6.avi,75,"A violent brawl is underway in a diner. In the foreground, a man punches someone on the floor, while multiple other people are engaged in fights throughout the establishment. yes",Fight\nuf-d5GugL0_6.avi,Fight,A violent brawl is underway in a diner In the foreground a man punches someone on the floor while multiple other are engaged in fights throughout the establishment
