video_name,frame_number,response,Folder,Label
0_DzLlklZa0_4.avi,21,"Several individuals are engaged in a physical altercation in what appears to be a common area of a detention facility, captured on video. yes",Fight\0_DzLlklZa0_4.avi,Fight
0_DzLlklZa0_5.avi,71,Inmates engage in a violent altercation within a correctional facility common area; one individual is seen on the ground. yes,Fight\0_DzLlklZa0_5.avi,Fight
0_DzLlklZa0_6.avi,135,"Several people are in a correctional facility common area, walking, standing, and interacting near fixed tables and benches. no",Fight\0_DzLlklZa0_6.avi,Fight
1060314╤äΓòò╨╜╤à╨│╨▓╤à╨┤╨╣╤å╨⌐╨»╤ë╨û╨╗╤ë╨⌐╨▓╤å╨É╨╡╤ê╨╕Γòæ╤à╨╛╨┤╤å╨¬Γöñ╤à╨Ü╨½╤äΓòæ╨¢╤äΓòùΓòó╤ÅΓò¥╨ÿ╤à╨¥╨«╤ë╨ù╨í╤àΓöéΓûæ╤ÅΓò¥╨Ö_17.avi,12,"A group of people are engaged in a physical interaction in what appears to be a hospital or clinic setting, with some reaching out towards others. Yes",Fight\1060314╤äΓòò╨╜╤à╨│╨▓╤à╨┤╨╣╤å╨⌐╨»╤ë╨û╨╗╤ë╨⌐╨▓╤å╨É╨╡╤ê╨╕Γòæ╤à╨╛╨┤╤å╨¬Γöñ╤à╨Ü╨½╤äΓòæ╨¢╤äΓòùΓòó╤ÅΓò¥╨ÿ╤à╨¥╨«╤ë╨ù╨í╤àΓöéΓûæ╤ÅΓò¥╨Ö_17.avi,Fight
1dsLuL5Lvbc_0.avi,51,"An intruder with a weapon enters a home, commanding a person on the couch to sit down. Yes",Fight\1dsLuL5Lvbc_0.avi,Fight
1dsLuL5Lvbc_1.avi,0,"Two people are engaged in a physical fight in the background of a living room, while another person rests on a couch in the foreground. Yes",Fight\1dsLuL5Lvbc_1.avi,Fight
1dsLuL5Lvbc_2.avi,16,"A person in dark clothing is forcefully restraining another individual on the floor, while another person sits on a sofa. Subtitles suggest a heated verbal exchange. Yes",Fight\1dsLuL5Lvbc_2.avi,Fight
1dsLuL5Lvbc_3.avi,1,"A hooded individual pushes another person, causing them to fall forcefully over a couch in a room. yes",Fight\1dsLuL5Lvbc_3.avi,Fight
1DwRGRND_0.avi,115,"A large group of men, many in blue shirts, are involved in a physical altercation or struggle on a paved outdoor area at night. Several are on the ground, others grappling. yes",Fight\1DwRGRND_0.avi,Fight
1DwRGRND_1.avi,121,Multiple men are engaged in a chaotic street brawl at night. One man is on the ground while others are exchanging blows and grappling. Yes,Fight\1DwRGRND_1.avi,Fight
1O4KGHbRt3M_0.avi,3,A person on a bus holds a pole and uses their leg to kick or push another seated passenger. Another passenger is visible further back. Yes,Fight\1O4KGHbRt3M_0.avi,Fight
1O4KGHbRt3M_1.avi,10,"A person in blue jeans and a grey top is crouched or falling on the floor inside a bus, as captured by surveillance footage. no",Fight\1O4KGHbRt3M_1.avi,Fight
1O4KGHbRt3M_2.avi,7,"Inside a bus, a person sits with feet on a seat on the left. The rest of the interior shows empty seats and bus fixtures. no",Fight\1O4KGHbRt3M_2.avi,Fight
1O4KGHbRt3M_3.avi,29,"A person stands over a bus driver, reaching towards them in what appears to be a confrontation. A bicycle is mounted near the bus front. Yes",Fight\1O4KGHbRt3M_3.avi,Fight
1O4KGHbRt3M_4.avi,2,Two people are engaged in a physical altercation near the front door of a bus. A bicycle is also visible inside. yes,Fight\1O4KGHbRt3M_4.avi,Fight
1r0Wz04q_0.avi,7,"Two individuals are seen behind a store counter, one leaning over an object, in what appears to be surveillance footage of an incident, possibly a theft or robbery. yes",Fight\1r0Wz04q_0.avi,Fight
1tU4kxa51vw_1.avi,52,"A group of men are gathered in an alley at night. Two men are physically struggling in the foreground, while others stand nearby. yes",Fight\1tU4kxa51vw_1.avi,Fight
1XFiS6Lt_0.avi,25,"A group of people are on a sidewalk at night, some standing and some walking. An A-frame sign for ""ROYAL"" is visible. Captured by security camera. no",Fight\1XFiS6Lt_0.avi,Fight
1XFiS6Lt_1.avi,121,"A group of people are gathered on a sidewalk at night, some standing and some seated, engaged in various interactions under artificial light. Yes",Fight\1XFiS6Lt_1.avi,Fight
20130506 05_58 ╤ê╨º╨¡╤äΓòæΓòæ ╤ëΓòù╨í╤å╨«╨¡_37.avi,140,"A chaotic scene unfolds in a medical setting, with multiple individuals, including some in scrubs, engaged in a physical altercation. People exhibit aggressive stances and gestures. yes",Fight\20130506 05_58 ╤ê╨º╨¡╤äΓòæΓòæ ╤ëΓòù╨í╤å╨«╨¡_37.avi,Fight
24E0xYYUz44_0.avi,47,"Several people are engaged in a physical struggle in what appears to be a cafeteria, with dining tables and a serving counter visible. yes",Fight\24E0xYYUz44_0.avi,Fight
24E0xYYUz44_1.avi,45,"Two men are engaged in a physical altercation in what appears to be a cafeteria, with one man seemingly attacking the other while onlookers are present. Yes",Fight\24E0xYYUz44_1.avi,Fight
24E0xYYUz44_2.avi,33,"Multiple individuals are in a dining area. Two people in the center are engaged in a physical altercation, while others stand nearby. yes",Fight\24E0xYYUz44_2.avi,Fight
24E0xYYUz44_3.avi,89,"Several individuals are engaged in a physical altercation in a public dining area, with at least one person appearing to be on the ground. yes",Fight\24E0xYYUz44_3.avi,Fight
24E0xYYUz44_4.avi,2,"Multiple individuals are involved in a physical altercation inside a dining establishment, with some grappling and others on the floor. yes",Fight\24E0xYYUz44_4.avi,Fight
24E0xYYUz44_5.avi,73,"A man points a gun at another man in a restaurant, with other people in the background amidst overturned furniture, suggesting a hostile confrontation. yes",Fight\24E0xYYUz44_5.avi,Fight
24E0xYYUz44_6.avi,75,Several individuals are engaged in a physical altercation inside what appears to be a cafeteria or restaurant. One person in a yellow jacket is amidst the struggle. Yes,Fight\24E0xYYUz44_6.avi,Fight
24E0xYYUz44_7.avi,113,"Two people are engaged in a physical altercation in a cafeteria setting. One person in yellow is standing over another on the floor, suggesting a struggle. Yes",Fight\24E0xYYUz44_7.avi,Fight
2hQMRq06NJs_0.avi,2,"A person moves quickly, bent over, through a doorway in a black and white security camera image. A significant portion of the lower center is pixelated. no",Fight\2hQMRq06NJs_0.avi,Fight
2sy_eLpH-PI_0.avi,89,"People are gathered around cars in a parking area, seemingly loading or unloading items, with some carrying bags. no",Fight\2sy_eLpH-PI_0.avi,Fight
2sy_eLpH-PI_1.avi,10,"Several individuals are seen interacting with multiple dark bags on the ground next to parked cars, under what appears to be a shelter at night. no",Fight\2sy_eLpH-PI_1.avi,Fight
3CQi0ZCCHvc_0.avi,63,"Three individuals are standing in what appears to be an elevator or small room. One wears a backward cap, another a hoodie. A poster hangs on the wall. no",Fight\3CQi0ZCCHvc_0.avi,Fight
3CQi0ZCCHvc_1.avi,10,"Two individuals are engaged in a physical altercation, with one person appearing to push or attack the other against a surface. yes",Fight\3CQi0ZCCHvc_1.avi,Fight
3CQi0ZCCHvc_2.avi,29,"A person lies on the floor with arms out, as another individual bends over them, captured by a security camera. no",Fight\3CQi0ZCCHvc_2.avi,Fight
3kpviz7lAMY_0.avi,0,"A person carrying a box and wearing a backpack is walking up a staircase. The scene is an indoor hallway, timestamped 2014/12/12. No",Fight\3kpviz7lAMY_0.avi,Fight
3kpviz7lAMY_1.avi,0,"Two individuals are on a tiled floor near a staircase. One person is holding and appears to be carrying the other, who is slumped over. yes",Fight\3kpviz7lAMY_1.avi,Fight
3kpviz7lAMY_2.avi,75,"A person is crouched on a hallway floor next to a staircase, with papers and a can scattered around them. No",Fight\3kpviz7lAMY_2.avi,Fight
3kpviz7lAMY_3.avi,75,"Two individuals are on the floor in a hallway. One person appears to be physically restraining the other, with papers scattered around. Yes",Fight\3kpviz7lAMY_3.avi,Fight
3kpviz7lAMY_4.avi,75,"A person is bending down in a hallway near scattered papers and a can on the tiled floor, captured by CCTV. no",Fight\3kpviz7lAMY_4.avi,Fight
3OKArbzg1uc_0.avi,48,"Inside a crowded bus, passengers are seated and standing. The scene appears calm, depicting everyday public transport activity during the evening. no",Fight\3OKArbzg1uc_0.avi,Fight
3OKArbzg1uc_1.avi,32,"Multiple people are standing and moving inside a crowded bus or train, holding onto support poles. News branding and a timestamp are visible. no",Fight\3OKArbzg1uc_1.avi,Fight
3OKArbzg1uc_2.avi,16,"Two individuals are engaged in a physical struggle on the floor of a bus, while another passenger observes from a distance. yes",Fight\3OKArbzg1uc_2.avi,Fight
3OKArbzg1uc_3.avi,46,"A brawl is breaking out on a bus between several individuals, with one person in grey grappling with another in dark clothing amidst other passengers. Yes",Fight\3OKArbzg1uc_3.avi,Fight
3OKArbzg1uc_4.avi,60,"Several people are engaged in a physical struggle inside a bus, with one person on the floor amidst the altercation. Yes",Fight\3OKArbzg1uc_4.avi,Fight
3SS0E4SmTk8_0.avi,13,Two individuals are walking through a parking area at night. The man has his arm around the woman's shoulder. yes,Fight\3SS0E4SmTk8_0.avi,Fight
3SS0E4SmTk8_1.avi,8,Two individuals are engaged in a physical struggle in a parking area at night. One person in dark clothing appears to be forcibly restraining or pulling the other. yes,Fight\3SS0E4SmTk8_1.avi,Fight
3Vw7MoNBgx4_0.avi,75,Police officers are apprehending an individual on the ground next to a red SUV. Another officer approaches a police car in a parking lot setting. yes,Fight\3Vw7MoNBgx4_0.avi,Fight
4HH7yMU8y9A_0.avi,46,A police officer and two other men are seen at an indoor entrance. One man is near the glass doors while another stands with his back to the camera. no,Fight\4HH7yMU8y9A_0.avi,Fight
4HH7yMU8y9A_1.avi,12,"Two individuals are engaged in a physical struggle at a doorway. One person appears to be forcefully apprehending or restraining another, indicating a conflict. Yes",Fight\4HH7yMU8y9A_1.avi,Fight
4RqDG4I4iAk_0.avi,36,A person is seen punching another person in a public establishment while other patrons are present. Yes.,Fight\4RqDG4I4iAk_0.avi,Fight
4RqDG4I4iAk_1.avi,105,"Multiple people are engaged in a physical altercation, pushing and grappling, inside what appears to be a bar or restaurant. Yes",Fight\4RqDG4I4iAk_1.avi,Fight
4RqDG4I4iAk_2.avi,128,Multiple people are involved in a physical altercation or brawl inside a restaurant or bar. yes,Fight\4RqDG4I4iAk_2.avi,Fight
4RqDG4I4iAk_3.avi,47,"A physical altercation is taking place in a venue, with individuals grappling, one on the ground, and an overturned chair. yes",Fight\4RqDG4I4iAk_3.avi,Fight
4RqDG4I4iAk_4.avi,131,"Several individuals are in a bar or restaurant, with some appearing to be engaged in a physical altercation or falling to the floor. yes",Fight\4RqDG4I4iAk_4.avi,Fight
4RqDG4I4iAk_5.avi,105,"Multiple people are engaged in a physical altercation on the floor of a bar/restaurant, with some individuals struggling on the ground while others lean over them. Yes",Fight\4RqDG4I4iAk_5.avi,Fight
4RqDG4I4iAk_6.avi,80,"Multiple individuals are on the floor, some struggling or restraining another person in a physical altercation within a restaurant/bar. Yes",Fight\4RqDG4I4iAk_6.avi,Fight
4RqDG4I4iAk_7.avi,101,"Several people are engaged in a physical altercation inside a restaurant or bar. One person is on the ground, and others are actively struggling. yes",Fight\4RqDG4I4iAk_7.avi,Fight
4RqDG4I4iAk_8.avi,112,"Several people are in a bar setting. One person is on the floor, another is bent over them, and two others are standing nearby, suggesting a physical altercation. Yes",Fight\4RqDG4I4iAk_8.avi,Fight
4yTlGiDoxBo_0.avi,41,"Multiple blurred individuals are engaged in a chaotic physical altercation, with some appearing to be on the ground during the struggle. yes",Fight\4yTlGiDoxBo_0.avi,Fight
4yTlGiDoxBo_1.avi,52,"Police officers and civilians are involved in a physical altercation in a dark, crowded setting, possibly a struggle or arrest. yes",Fight\4yTlGiDoxBo_1.avi,Fight
4yTlGiDoxBo_2.avi,50,"Multiple blurred figures are seen in a chaotic, low-light setting, likely an altercation. Some individuals appear to be physically engaged, captured by police video. yes",Fight\4yTlGiDoxBo_2.avi,Fight
4yTlGiDoxBo_3.avi,34,"A group of blurred individuals are involved in a physical struggle or confrontation, with one person in the foreground having outstretched arms. yes",Fight\4yTlGiDoxBo_3.avi,Fight
4yTlGiDoxBo_4.avi,41,"Several individuals are engaged in a physical struggle or altercation on a street at night, under dim lighting with one bright light source. Yes",Fight\4yTlGiDoxBo_4.avi,Fight
4yTlGiDoxBo_5.avi,36,"Several people are gathered outdoors at night; some stand while others crouch, with a bicycle on the ground and purple light illuminating the scene. yes",Fight\4yTlGiDoxBo_5.avi,Fight
4yzwSsis_0.avi,25,"Several men are in a bar, some standing, some near tables. One man in blue holds a chair, another bends over, and an overturned chair lies on the floor. Yes",Fight\4yzwSsis_0.avi,Fight
5QqDgtwEQsI_0.avi,74,"Multiple individuals are involved in a physical altercation on a pathway at night, with one person visibly striking another who is on the ground. yes",Fight\5QqDgtwEQsI_0.avi,Fight
6Dej3-k3MRE_0.avi,37,"A surveillance image shows several people on a subway platform. Two individuals in the center appear to be engaged in a physical altercation or struggle, with others watching. yes",Fight\6Dej3-k3MRE_0.avi,Fight
6Dej3-k3MRE_1.avi,135,"Several individuals are engaged in a physical altercation on a subway platform, with some grappling and others observing the intense scene. yes",Fight\6Dej3-k3MRE_1.avi,Fight
6Dej3-k3MRE_2.avi,80,"A violent altercation unfolds in a subway station, with one person appearing to assault another on the ground, witnessed by bystanders. yes",Fight\6Dej3-k3MRE_2.avi,Fight
6Dej3-k3MRE_3.avi,22,A person in red stumbles or falls on a subway platform while other commuters are present. The scene appears to capture an accidental event. no,Fight\6Dej3-k3MRE_3.avi,Fight
6Dej3-k3MRE_4.avi,120,"Several commuters are on a subway platform, some viewing a map. One person in a green hoodie leans over the map towards others on the right. yes",Fight\6Dej3-k3MRE_4.avi,Fight
6Dej3-k3MRE_5.avi,74,People are on a subway platform next to a train. The platform has a distinctive colorful floor and white tiled columns. Several individuals are standing or walking. no,Fight\6Dej3-k3MRE_5.avi,Fight
6mrIIcAQ2fI_0.avi,5,"Three individuals are involved in an apparent struggle next to a black car, with a silver car parked nearby, in what appears to be an outdoor area at night. yes",Fight\6mrIIcAQ2fI_0.avi,Fight
6mrIIcAQ2fI_2.avi,75,"A person gets into/out of a black car with its door open, while a silver minivan is parked nearby. The scene is at night in what appears to be a parking lot. no",Fight\6mrIIcAQ2fI_2.avi,Fight
6mrIIcAQ2fI_3.avi,75,"Two individuals are interacting with a black car; one is on the ground by the open driver's door, while another leans into the vehicle. A silver car is nearby. Yes",Fight\6mrIIcAQ2fI_3.avi,Fight
6TDF_12.avi,23,A CCTV still shows the interior of a restaurant or cafe with a staff member at the counter and patrons seated at tables. The scene appears calm. No,Fight\6TDF_12.avi,Fight
6TDF_13.avi,8,"A group of people are engaged in a violent altercation in an indoor establishment, with many reportedly armed with sharp weapons like machetes and daggers. Yes",Fight\6TDF_13.avi,Fight
6TDF_14.avi,1,"CCTV footage shows people at a counter in what looks like a restaurant or cafe. A woman in a vest interacts with others, hinting at a confrontation. yes",Fight\6TDF_14.avi,Fight
6TDF_15.avi,72,"A crowded indoor scene with many people. Some are seated at a counter, while others stand in the background, appearing to interact in a bustling environment. Yes.",Fight\6TDF_15.avi,Fight
6TDF_27.avi,33,"A street altercation is underway, with a group of people in aggressive postures, some holding objects. Two individuals are on the ground near several scooters. yes",Fight\6TDF_27.avi,Fight
7LnoFKSl2rs_0.avi,27,"A person in a white shirt is bent over low near glass doors. Another person walks right, past baggage carts, on a mat reading ""GRAND."" no",Fight\7LnoFKSl2rs_0.avi,Fight
7qtRgyFsk3s_0.avi,82,"Two people walk on a brick sidewalk past the ""208 Bienville"" building at night. A black Dodge Challenger is parked at the curb. No.",Fight\7qtRgyFsk3s_0.avi,Fight
7qtRgyFsk3s_1.avi,90,"On a sidewalk, one person is on the ground while another appears to be pulling or lifting them. A third person stands nearby. yes",Fight\7qtRgyFsk3s_1.avi,Fight
7R1m3V8C30g_0.avi,84,"Two men are playfully grappling or arm-wrestling in an office, surrounded by smiling colleagues. The scene appears lighthearted and friendly. no",Fight\7R1m3V8C30g_0.avi,Fight
7R1m3V8C30g_1.avi,105,"In an office setting, several men are playfully interacting and laughing, while others work at their computers. The overall mood appears jovial. no",Fight\7R1m3V8C30g_1.avi,Fight
7R1m3V8C30g_2.avi,13,"Several men are engaged in a physical altercation, pushing and grabbing each other in an office, while others observe. yes",Fight\7R1m3V8C30g_2.avi,Fight
7Xe6eysGKeU_0.avi,32,"A person with a rifle robs a store, confronting an employee who resists at the counter. Two other individuals stand nearby. Yes",Fight\7Xe6eysGKeU_0.avi,Fight
88ndrvAZpE8_0.avi,105,"Several individuals are engaged in a physical altercation on a street/parking area, with a security system detecting a fight and violent actions. Yes",Fight\88ndrvAZpE8_0.avi,Fight
88ndrvAZpE8_1.avi,69,"A street fight is underway with multiple individuals involved. Two are actively grappling, one is on the ground, and others are nearby. AI detects a fight and issues a police alert. Yes",Fight\88ndrvAZpE8_1.avi,Fight
89UQqPuR4Q4_0.avi,21,"Three individuals are involved in a struggle on a street at night, with one on the ground. News overlay mentions a robbery investigation and arrests. Yes",Fight\89UQqPuR4Q4_0.avi,Fight
8bEO4LGr_0.avi,58,"Many people are on a city sidewalk, some walking and others gathered in front of buildings. Parked cars are visible on the street. no",Fight\8bEO4LGr_0.avi,Fight
8mxsp2RTU6M_0.avi,3,"A person stands in a dimly lit room with checkered tiles, looking down towards the floor near a doorway. No.",Fight\8mxsp2RTU6M_0.avi,Fight
8pKKdS7rhXo_0.avi,135,"An inmate in orange attacks another person, causing both to fall while a correctional officer watches. Yes",Fight\8pKKdS7rhXo_0.avi,Fight
8pKKdS7rhXo_1.avi,29,"Two correctional officers are subduing an inmate in orange, with one officer on the ground. A third officer observes nearby. News text states a correctional officer was attacked. yes",Fight\8pKKdS7rhXo_1.avi,Fight
8pKKdS7rhXo_2.avi,104,"Correctional officers are subduing an inmate in an orange jumpsuit on the floor, actively restraining him. The scene appears to be the aftermath of an attack. Yes",Fight\8pKKdS7rhXo_2.avi,Fight
8SWZq5we_fk_0.avi,28,"A person on a mobility scooter is in a parking lot near vehicles, with other cars on the road and parked. No",Fight\8SWZq5we_fk_0.avi,Fight
8SWZq5we_fk_1.avi,23,"In a dark parking lot, two individuals are seen interacting near an open car door. One person appears to be exiting a dark vehicle while another stands close by. Multiple other cars are parked. Yes",Fight\8SWZq5we_fk_1.avi,Fight
8VqTmuq4HcI_0.avi,0,"Two individuals are engaged in a physical struggle next to a silver SUV parked near a curb in Pico Rivera, CA. yes",Fight\8VqTmuq4HcI_0.avi,Fight
91TniI0y_0.avi,7,"Nighttime CCTV footage shows a group of people on a city street. One person is seen making a dynamic, possibly aggressive, lunge or kick towards another individual. Yes",Fight\91TniI0y_0.avi,Fight
9ErNHIovPDI_0.avi,23,"Two individuals are engaged in a physical altercation inside an elevator, with one person in a blue shirt appearing to strike the other. yes",Fight\9ErNHIovPDI_0.avi,Fight
9U8J4abJGDg_0.avi,75,"A person stands by an open car door at a busy intersection, interacting with another vehicle while traffic is stopped. No",Fight\9U8J4abJGDg_0.avi,Fight
a2qLzOu_n0s_0.avi,12,"Three masked individuals are seen during what appears to be a robbery in Glanmire, Ireland. One stands on the counter, another holds a weapon, and a third confronts a person. yes",Fight\a2qLzOu_n0s_0.avi,Fight
a2qLzOu_n0s_1.avi,29,"A struggle is ongoing behind a counter in a betting shop, while a hooded figure in the background appears to be pointing an object. yes",Fight\a2qLzOu_n0s_1.avi,Fight
a2qLzOu_n0s_2.avi,1,"Two individuals, one brandishing a weapon, appear to be robbing a betting shop. A person behind the counter is seen ducking. Yes",Fight\a2qLzOu_n0s_2.avi,Fight
a2qLzOu_n0s_3.avi,65,A person is pushing a large green wheeled bin through a doorway in a betting shop. Two other individuals are visible behind a counter. no,Fight\a2qLzOu_n0s_3.avi,Fight
a2qLzOu_n0s_4.avi,97,"Two masked individuals, one armed, are entering a building. An unmasked man is moving away quickly, indicating a confrontation. Yes",Fight\a2qLzOu_n0s_4.avi,Fight
a7D2i0HTXGM_0.avi,119,"Three individuals are engaged in a physical altercation outdoors. Two people are grappling, while a third stands nearby, observing the fight. yes",Fight\a7D2i0HTXGM_0.avi,Fight
a7D2i0HTXGM_1.avi,44,"Several people are outdoors; two are on the ground in a struggle, while others observe or approach. One person on the left appears to be holding an object. Yes",Fight\a7D2i0HTXGM_1.avi,Fight
a7D2i0HTXGM_2.avi,41,"Several people are outdoors. Two individuals in the foreground appear to be engaged in a physical altercation, while another person stands nearby. yes",Fight\a7D2i0HTXGM_2.avi,Fight
a7gBQaAFEtw_2.avi,75,A person leans over a cluttered office desk with a laptop. A dark object resembling a handgun is visible on the desk. yes,Fight\a7gBQaAFEtw_2.avi,Fight
a7gBQaAFEtw_4.avi,75,"A person is on the floor near a desk and doorway in a cluttered room, possibly fallen or collapsed. A computer monitor is active. yes",Fight\a7gBQaAFEtw_4.avi,Fight
adg5WJ6y_1.avi,18,"A messy indoor space with a pool table and several people. Debris litters the floor, and some individuals appear agitated, possibly confronting each other. Yes",Fight\adg5WJ6y_1.avi,Fight
aIg9Yb0O7Hg_0.avi,2,"A person is vigorously interacting with a small animal on a sofa in a dimly lit room. Other individuals are present, one lying on a second couch. yes",Fight\aIg9Yb0O7Hg_0.avi,Fight
aIg9Yb0O7Hg_1.avi,74,"Multiple people are in a living room, with one person on the couch appearing to hit or push another lying down. Others are present in the room. yes",Fight\aIg9Yb0O7Hg_1.avi,Fight
aIg9Yb0O7Hg_2.avi,80,"Two people in the center are engaged in a physical struggle, while another person sits on the floor and one rests on a sofa. yes",Fight\aIg9Yb0O7Hg_2.avi,Fight
aIg9Yb0O7Hg_3.avi,57,"A person is vigorously interacting with another figure on the floor, possibly wrestling or playing, in a dimly lit living room. yes",Fight\aIg9Yb0O7Hg_3.avi,Fight
aIg9Yb0O7Hg_4.avi,56,"Two people are interacting near a couch, with one on the floor and another bent over them. A third person lies on a distant couch. No",Fight\aIg9Yb0O7Hg_4.avi,Fight
aIg9Yb0O7Hg_5.avi,6,"Two individuals are on a couch, one appearing to restrain or be on top of the other in a struggle. A third person is on the floor. yes",Fight\aIg9Yb0O7Hg_5.avi,Fight
aKgSasWRJ2s_0.avi,14,"A dense crowd gathers on a street at night, with a physical altercation appearing to break out in the center among several individuals. yes",Fight\aKgSasWRJ2s_0.avi,Fight
aKgSasWRJ2s_1.avi,117,"A crowded street at night where a physical altercation is unfolding. Several people are on the ground, with others intervening or observing the struggle. yes",Fight\aKgSasWRJ2s_1.avi,Fight
aKgSasWRJ2s_2.avi,142,"A large crowd on a street witnesses a physical altercation between several people, primarily two women, near a building on the right. yes",Fight\aKgSasWRJ2s_2.avi,Fight
aKgSasWRJ2s_3.avi,131,"A crowded night street scene with police officers physically engaging with and restraining individuals amidst a large crowd, suggesting a public disturbance. Yes",Fight\aKgSasWRJ2s_3.avi,Fight
aKK0B4kpKZA_0.avi,7,"A customer is seen punching a Cracker Barrel employee in a store, as indicated by the news headline overlay on the surveillance footage. Yes",Fight\aKK0B4kpKZA_0.avi,Fight
aKK0B4kpKZA_1.avi,2,"A store interior shows an exit, merchandise shelves, and a person. A news overlay reports a customer punching a Cracker Barrel employee in Germantown. yes",Fight\aKK0B4kpKZA_1.avi,Fight
AkTZX27QhjE_1.avi,118,"A chaotic street scene shows several people involved in a struggle around a falling motorcycle/scooter, with one person in red appearing to be on the ground. Yes",Fight\AkTZX27QhjE_1.avi,Fight
AkTZX27QhjE_2.avi,0,"Several people are engaged in a physical altercation on a street. Two individuals are grappling on the ground while another stands nearby, pointing an object. Yes",Fight\AkTZX27QhjE_2.avi,Fight
AkTZX27QhjE_3.avi,6,A police car drives past a sidewalk with a pedestrian and a construction sign. The scene depicts a normal street view. No,Fight\AkTZX27QhjE_3.avi,Fight
AkTZX27QhjE_4.avi,18,"Two individuals are on a sidewalk; one is on the ground near a planter while the other leans over them, suggesting an altercation or struggle. Yes",Fight\AkTZX27QhjE_4.avi,Fight
Am9mUxPTvK4_0.avi,70,"A man is seen exiting a black car parked on the side of a residential street, while another person crouches nearby. no",Fight\Am9mUxPTvK4_0.avi,Fight
Am9mUxPTvK4_1.avi,112,One person forcibly pulls another distressed individual from the ground by a roadside. The second person appears collapsed or recoiling. yes,Fight\Am9mUxPTvK4_1.avi,Fight
API3q8TBGu4_0.avi,4,"A person stands at a bar counter, with drinks and other items visible, as captured by a security camera. A Red Bull cooler is also present. no",Fight\API3q8TBGu4_0.avi,Fight
ar5ns2zW4lY_0.avi,1,"Two people stand on a snowy path, interacting with something in their hands. A car and a trash can are visible in the wintry scene. no",Fight\ar5ns2zW4lY_0.avi,Fight
ar5ns2zW4lY_1.avi,20,"Amidst snow, one person is on the ground with a dark object nearby while another leans over them by a car, appearing to be in an altercation. Yes",Fight\ar5ns2zW4lY_1.avi,Fight
as4zD6d86q0_0.avi,2,"Two individuals are engaged in a struggle on the floor of a store, with one appearing to be on top of the other. Shelves of products line the background. Yes",Fight\as4zD6d86q0_0.avi,Fight
