video_name,frame_number,response,Folder,Label
0TFi8D8IBg4_1.avi,75,"No, there are no visible signs of aggressive behavior from any person in this picture. The individuals appear to be interacting playfully.",Fight\0TFi8D8IBg4_1.avi,Fight
0vasozvJYvk_0.avi,75,"Yes, the interaction between the two individuals on the left, where one appears to be gripping or restraining the other, shows signs that could be interpreted as aggressive behavior.",Fight\0vasozvJYvk_0.avi,Fight
0_DzLlklZa0_3.avi,75,"Yes, on the right side of the image, an individual in a dark uniform appears to be physically restraining or engaging forcefully with another person in lighter clothing.",Fight\0_DzLlklZa0_3.avi,Fight
0_DzLlklZa0_4.avi,75,"Yes, multiple individuals on the right side of the image appear to be engaged in a physical struggle or altercation, which indicates aggressive behavior.",Fight\0_DzLlklZa0_4.avi,Fight
0_DzLlklZa0_5.avi,75,"Yes, there are clear signs of aggressive behavior. Multiple individuals are engaged in a physical altercation, and one person is on the ground, appearing incapacitated.",Fight\0_DzLlklZa0_5.avi,Fight
0_DzLlklZa0_6.avi,75,"Yes, there are signs of aggressive behavior. An individual in dark clothing near the doorway appears to be engaged in a physical altercation with another person.",Fight\0_DzLlklZa0_6.avi,Fight
1dsLuL5Lvbc_0.avi,75,"Yes. The person identified as the ""intruder"" is holding what appears to be a firearm and issuing an aggressive verbal command (""Sit the f*** down"").",Fight\1dsLuL5Lvbc_0.avi,Fight
1dsLuL5Lvbc_1.avi,75,"Based on the visual evidence in the image, there are no clear signs of aggressive behavior from any person. One person is resting on a couch, and another is lying on the floor, but their postures do not indicate aggression or a struggle.",Fight\1dsLuL5Lvbc_1.avi,Fight
1dsLuL5Lvbc_2.avi,75,"Yes, there are signs of aggressive behavior. A person in dark clothing on the right side of the image appears to be physically engaging with or restraining a smaller person in blue, and the image includes a caption indicating ""(unintelligible yelling)"".",Fight\1dsLuL5Lvbc_2.avi,Fight
1dsLuL5Lvbc_3.avi,75,"Yes, the text overlay indicates aggressive verbal behavior from an ""Intruder"" through the expletive and confrontational tone of the phrase, ""What the f*** bro?"".",Fight\1dsLuL5Lvbc_3.avi,Fight
1DwRGRND_0.avi,75,"Yes, there are clear signs of aggressive behavior, particularly from the individuals engaged in a physical altercation on the right side of the image.",Fight\1DwRGRND_0.avi,Fight
1DwRGRND_1.avi,75,"Yes, there are clear signs of aggressive behavior, particularly from the two individuals in the center who are engaged in a physical struggle.",Fight\1DwRGRND_1.avi,Fight
1O4KGHbRt3M_0.avi,75,"No, there are no clear signs of aggressive behavior from any person in this picture. The person in the foreground is bent over, but their actions do not convey aggression.",Fight\1O4KGHbRt3M_0.avi,Fight
1O4KGHbRt3M_1.avi,75,"No, there are no people visible in the picture, therefore no signs of aggressive behavior.",Fight\1O4KGHbRt3M_1.avi,Fight
1O4KGHbRt3M_2.avi,75,"No, based on the provided image, there are no clear signs of aggressive behavior from any person. The person visible is in an unclear posture, but no aggressive actions or interactions are discernible.",Fight\1O4KGHbRt3M_2.avi,Fight
1O4KGHbRt3M_3.avi,75,"Yes, there are signs of aggressive behavior. Two individuals are in close physical contact with raised arms, suggesting a physical altercation or confrontation.",Fight\1O4KGHbRt3M_3.avi,Fight
1060314╤äΓòò╨╜╤à╨│╨▓╤à╨┤╨╣╤å╨⌐╨»╤ë╨û╨╗╤ë╨⌐╨▓╤å╨É╨╡╤ê╨╕Γòæ╤à╨╛╨┤╤å╨¬Γöñ╤à╨Ü╨½╤äΓòæ╨¢╤äΓòùΓòó╤ÅΓò¥╨ÿ╤à╨¥╨«╤ë╨ù╨í╤àΓöéΓûæ╤ÅΓò¥╨Ö_17.avi,75,"Yes, there appear to be signs of physical restraint being applied to one individual by several others, which can be interpreted as aggressive behavior.",Fight\1060314╤äΓòò╨╜╤à╨│╨▓╤à╨┤╨╣╤å╨⌐╨»╤ë╨û╨╗╤ë╨⌐╨▓╤å╨É╨╡╤ê╨╕Γòæ╤à╨╛╨┤╤å╨¬Γöñ╤à╨Ü╨½╤äΓòæ╨¢╤äΓòùΓòó╤ÅΓò¥╨ÿ╤à╨¥╨«╤ë╨ù╨í╤àΓöéΓûæ╤ÅΓò¥╨Ö_17.avi,Fight
1O4KGHbRt3M_4.avi,75,"No. Based solely on the visual information in the picture, there are no clear signs of aggressive behavior from any person. The image quality is low, and the person's body language is not clearly indicative of aggression.",Fight\1O4KGHbRt3M_4.avi,Fight
1r0Wz04q_0.avi,75,"Yes, the person on the left appears to be aggressively trying to force open or pull something.",Fight\1r0Wz04q_0.avi,Fight
1tU4kxa51vw_1.avi,75,"Yes, there are clear signs of aggressive behavior. One person is actively kicking an individual who is on the ground, and another person is also seen lying incapacitated. Some individuals appear to be holding objects that could be weapons.",Fight\1tU4kxa51vw_1.avi,Fight
1XFiS6Lt_0.avi,75,No definitive signs of aggressive behavior are clearly visible.,Fight\1XFiS6Lt_0.avi,Fight
1XFiS6Lt_1.avi,75,"Yes, there are signs of aggressive behavior. In the foreground on the right, one person appears to be pushing or grabbing another.",Fight\1XFiS6Lt_1.avi,Fight
20130506 05_58 ╤ê╨º╨¡╤äΓòæΓòæ ╤ëΓòù╨í╤å╨«╨¡_37.avi,75,"No, there are no clear signs of aggressive behavior visible in this picture. The interactions appear animated but not overtly aggressive.",Fight\20130506 05_58 ╤ê╨º╨¡╤äΓòæΓòæ ╤ëΓòù╨í╤å╨«╨¡_37.avi,Fight
24E0xYYUz44_0.avi,75,"Yes, there are signs of aggressive behavior. One person appears to be striking or making forceful contact with another person who is low to the ground.",Fight\24E0xYYUz44_0.avi,Fight
24E0xYYUz44_1.avi,75,"Yes, several individuals in the center-right of the image appear to be engaged in a physical altercation or struggle, which is a sign of aggressive behavior.",Fight\24E0xYYUz44_1.avi,Fight
24E0xYYUz44_2.avi,75,"Yes, there are clear signs of aggressive behavior, specifically a physical altercation involving multiple individuals on the right side of the image.",Fight\24E0xYYUz44_2.avi,Fight
24E0xYYUz44_3.avi,75,"Yes, there are clear signs of aggressive behavior, specifically a physical altercation involving multiple individuals in the center of the image.",Fight\24E0xYYUz44_3.avi,Fight
24E0xYYUz44_4.avi,75,"Yes, there are clear signs of aggressive behavior, with multiple individuals engaged in a physical altercation on the ground.",Fight\24E0xYYUz44_4.avi,Fight
24E0xYYUz44_5.avi,75,"Yes, the person on the right is holding and pointing what appears to be a firearm, which is a clear sign of aggressive behavior.",Fight\24E0xYYUz44_5.avi,Fight
24E0xYYUz44_6.avi,75,"Yes, there are clear signs of aggressive behavior, as multiple individuals are engaged in a physical altercation.",Fight\24E0xYYUz44_6.avi,Fight
24E0xYYUz44_7.avi,75,"Yes, the individuals on the left appear to be engaged in a physical altercation, indicating aggressive behavior.",Fight\24E0xYYUz44_7.avi,Fight
2hQMRq06NJs_0.avi,75,"Yes, the person on the left appears to be physically restraining or assaulting the other person, which constitutes aggressive behavior.",Fight\2hQMRq06NJs_0.avi,Fight
2sy_eLpH-PI_0.avi,75,"No, the image does not show clear signs of aggressive behavior. The interaction between the individuals is ambiguous due to the low resolution and obscured details.",Fight\2sy_eLpH-PI_0.avi,Fight
2sy_eLpH-PI_1.avi,75,"No, due to the low resolution and lack of clear detail, it is not possible to definitively identify signs of aggressive behavior from any person in this picture. While one person is bent over an indistinct object on the ground, the nature of their action cannot be clearly determined.",Fight\2sy_eLpH-PI_1.avi,Fight
3CQi0ZCCHvc_0.avi,75,"No, the image is too blurry and the individuals' actions are not clear enough to definitively identify signs of aggressive behavior.",Fight\3CQi0ZCCHvc_0.avi,Fight
3CQi0ZCCHvc_1.avi,75,"Yes, the image shows a person on the ground while at least one other individual appears to be in an aggressive or attacking posture towards them.",Fight\3CQi0ZCCHvc_1.avi,Fight
3CQi0ZCCHvc_2.avi,75,"Yes, the person on the left appears to be physically aggressive towards the person on the right, who seems to be in a defensive or distressed posture.",Fight\3CQi0ZCCHvc_2.avi,Fight
3kpviz7lAMY_0.avi,75,"Yes, the posture of the person in the front, appearing hunched or pushed, and the close proximity and posture of the person directly behind them suggest a forceful or aggressive interaction.",Fight\3kpviz7lAMY_0.avi,Fight
3kpviz7lAMY_1.avi,75,"No, there are no visible signs of aggressive behavior from the person in this picture. The person appears to be bent over, interacting with items on the floor, but there are no postures or actions that indicate aggression or violence.",Fight\3kpviz7lAMY_1.avi,Fight
3kpviz7lAMY_2.avi,75,"No, there are no clear signs of aggressive behavior from any person in this picture.",Fight\3kpviz7lAMY_2.avi,Fight
3kpviz7lAMY_3.avi,75,"Yes, there are signs of aggressive behavior. One person appears to be forcibly restraining or attacking another person who is on the ground.",Fight\3kpviz7lAMY_3.avi,Fight
3kpviz7lAMY_4.avi,75,"No, the person in the image appears to be picking up items, and there are no visible signs of aggressive behavior.",Fight\3kpviz7lAMY_4.avi,Fight
3OKArbzg1uc_0.avi,75,"Yes, on the far right of the image, there appears to be a struggle or forceful interaction involving hands and a red object, indicated by motion blur, which suggests aggressive behavior.",Fight\3OKArbzg1uc_0.avi,Fight
3OKArbzg1uc_1.avi,75,"Yes, the individuals on the floor in the center-right of the image appear to be involved in a physical struggle, which indicates aggressive behavior.",Fight\3OKArbzg1uc_1.avi,Fight
3OKArbzg1uc_2.avi,75,"Yes, two individuals in the foreground appear to be physically engaged in a confrontation, indicating aggressive behavior.",Fight\3OKArbzg1uc_2.avi,Fight
3OKArbzg1uc_3.avi,75,"Yes, there are clear signs of aggressive behavior. Multiple individuals are engaged in a physical struggle, and an object resembling a handgun is visible on the floor, strongly suggesting a violent incident.",Fight\3OKArbzg1uc_3.avi,Fight
3OKArbzg1uc_4.avi,75,"Yes, there are clear signs of aggressive behavior as multiple individuals are engaged in a physical altercation or struggle.",Fight\3OKArbzg1uc_4.avi,Fight
3SS0E4SmTk8_0.avi,75,"Based on the still image, there are no clear or unambiguous signs of aggressive behavior from either person.",Fight\3SS0E4SmTk8_0.avi,Fight
3SS0E4SmTk8_1.avi,75,"No, there are no visible signs of aggressive behavior from any person in this picture.",Fight\3SS0E4SmTk8_1.avi,Fight
3Vw7MoNBgx4_0.avi,75,"Yes, the image shows multiple individuals physically subduing or apprehending a person on the ground, which involves forceful physical engagement.",Fight\3Vw7MoNBgx4_0.avi,Fight
4HH7yMU8y9A_0.avi,75,"Yes, the person standing on the right is exhibiting aggressive behavior towards the person on the ground, appearing to physically engage or restrain them.",Fight\4HH7yMU8y9A_0.avi,Fight
4HH7yMU8y9A_1.avi,75,"No, based on the visual information, there are no discernible signs of aggressive behavior from any person in this picture.",Fight\4HH7yMU8y9A_1.avi,Fight
4RqDG4I4iAk_0.avi,75,"Yes, the person on the far left in the striped shirt is pointing an accusatory finger, which can be interpreted as a sign of confrontational or aggressive behavior.",Fight\4RqDG4I4iAk_0.avi,Fight
4RqDG4I4iAk_1.avi,75,"Yes, there are clear signs of aggressive physical interaction and grappling among several individuals on the left side of the image.",Fight\4RqDG4I4iAk_1.avi,Fight
4RqDG4I4iAk_2.avi,75,"Yes, there are clear signs of aggressive behavior visible. On the left side, several individuals appear to be physically grappling or struggling, and in the center, people exhibit agitated body language suggestive of a heated confrontation.",Fight\4RqDG4I4iAk_2.avi,Fight
4RqDG4I4iAk_3.avi,75,"Yes, there are clear signs of aggressive physical behavior. One person is depicted with an arm extended, appearing to strike or push another individual.",Fight\4RqDG4I4iAk_3.avi,Fight
4RqDG4I4iAk_4.avi,75,"Yes, there are signs of aggressive behavior. One person is actively grabbing or pulling another, and a shoe is on the floor, suggesting a struggle or forceful movement.",Fight\4RqDG4I4iAk_4.avi,Fight
4RqDG4I4iAk_5.avi,75,"Yes, there are clear signs of aggressive behavior. One person is actively striking or pushing another person, causing them to fall to the ground.",Fight\4RqDG4I4iAk_5.avi,Fight
4RqDG4I4iAk_6.avi,75,"Yes, the image depicts multiple individuals engaged in a physical struggle or altercation on the floor, which suggests aggressive behavior from at least one or more parties involved.",Fight\4RqDG4I4iAk_6.avi,Fight
4RqDG4I4iAk_7.avi,75,"Yes, there are clear signs of aggressive behavior. Two individuals on the left side of the image are engaged in a physical struggle.",Fight\4RqDG4I4iAk_7.avi,Fight
4RqDG4I4iAk_8.avi,75,"Yes, there are signs of aggressive behavior. One person is seen standing over another who is on the ground, with an arm raised, suggesting a physical altercation or assault.",Fight\4RqDG4I4iAk_8.avi,Fight
4yTlGiDoxBo_0.avi,75,"Due to the image's low resolution and blurring, it is not possible to discern clear signs of aggressive behavior from any person.",Fight\4yTlGiDoxBo_0.avi,Fight
4yTlGiDoxBo_1.avi,75,"Yes, the image depicts a forceful physical interaction between individuals, suggesting a potential altercation or struggle.",Fight\4yTlGiDoxBo_1.avi,Fight
4yTlGiDoxBo_2.avi,75,"No, due to the blurriness and low resolution, it is not possible to definitively identify aggressive behavior from any person in this picture.",Fight\4yTlGiDoxBo_2.avi,Fight
4yTlGiDoxBo_3.avi,75,"Yes, the image depicts multiple individuals engaged in what appears to be a physical struggle or altercation, indicating aggressive behavior.",Fight\4yTlGiDoxBo_3.avi,Fight
4yTlGiDoxBo_4.avi,75,"Due to the extreme blurriness and low resolution of the image, it is not possible to definitively confirm signs of aggressive behavior from any person.",Fight\4yTlGiDoxBo_4.avi,Fight
4yTlGiDoxBo_5.avi,75,"Yes, the figure in the center-left appears to be engaged in an aggressive act, possibly striking or lunging at another person who is on the ground.",Fight\4yTlGiDoxBo_5.avi,Fight
4yzwSsis_0.avi,75,"Yes, there are clear signs of aggressive behavior, with multiple individuals engaged in physical altercations.",Fight\4yzwSsis_0.avi,Fight
5QqDgtwEQsI_0.avi,75,"Yes, the image clearly shows one person on top of another person who is on the ground, in what appears to be a physical altercation. The text overlay explicitly states ""FIGHT IN MISSION BEACH"".",Fight\5QqDgtwEQsI_0.avi,Fight
6Dej3-k3MRE_0.avi,75,"No, there are no clear signs of aggressive behavior from any person in this picture.",Fight\6Dej3-k3MRE_0.avi,Fight
6Dej3-k3MRE_1.avi,75,"No, there are no clear or definitive signs of aggressive behavior from any person in this picture. The actions and postures shown appear neutral or ambiguous.",Fight\6Dej3-k3MRE_1.avi,Fight
6Dej3-k3MRE_2.avi,75,"Yes, in the center of the image, one person appears to be engaged in an aggressive physical interaction with another person who is on the ground.",Fight\6Dej3-k3MRE_2.avi,Fight
6Dej3-k3MRE_3.avi,75,"No, there are no visible signs of aggressive behavior from any person in this picture.",Fight\6Dej3-k3MRE_3.avi,Fight
6Dej3-k3MRE_4.avi,75,"No, the image does not clearly depict aggressive behavior from any person. The interaction on the right side is ambiguous.",Fight\6Dej3-k3MRE_4.avi,Fight
6Dej3-k3MRE_5.avi,75,"No, there are no visible signs of aggressive behavior from any person in this picture.",Fight\6Dej3-k3MRE_5.avi,Fight
6mrIIcAQ2fI_0.avi,75,"Yes, the person in the white hoodie in the foreground appears to be physically restraining or struggling with another individual.",Fight\6mrIIcAQ2fI_0.avi,Fight
6mrIIcAQ2fI_2.avi,75,"No, based solely on this still image, there are no clear signs of aggressive behavior from any person.",Fight\6mrIIcAQ2fI_2.avi,Fight
6mrIIcAQ2fI_3.avi,75,"No, based solely on this image, there are no clear, unambiguous signs of aggressive behavior from any person. The scene shows individuals in close proximity to a car, but their actions are not clearly aggressive or violent in this single frame.",Fight\6mrIIcAQ2fI_3.avi,Fight
6TDF_12.avi,75,"No, there are no clear or definitive signs of aggressive behavior visible from any person.",Fight\6TDF_12.avi,Fight
6TDF_13.avi,75,"Yes, one person is pointing what appears to be a weapon at another, which is a sign of aggressive behavior.",Fight\6TDF_13.avi,Fight
6TDF_14.avi,75,"Yes, there are signs of aggressive behavior. The overturned chairs and the dynamic, almost lunging/running postures of the individuals in the upper right, combined with the accompanying text mentioning a ""fight,"" indicate aggressive activity or its aftermath.",Fight\6TDF_14.avi,Fight
6TDF_15.avi,75,"Yes, the close proximity, active postures, and crowded nature of the individuals in the center suggest a physical confrontation or struggle.",Fight\6TDF_15.avi,Fight
6TDF_27.avi,75,"No, there are no visible signs of aggressive behavior from any person in this picture.",Fight\6TDF_27.avi,Fight
7LnoFKSl2rs_0.avi,75,"Yes, one person appears to be physically restraining or on top of the other on the ground, which can be interpreted as a sign of aggressive behavior or a physical confrontation.",Fight\7LnoFKSl2rs_0.avi,Fight
7qtRgyFsk3s_0.avi,75,"No, there are no visible signs of aggressive behavior from any person in this picture.",Fight\7qtRgyFsk3s_0.avi,Fight
7qtRgyFsk3s_1.avi,75,"No, the image does not clearly show aggressive behavior. There is a physical interaction between two individuals where one is on the ground, but the nature of this interaction is ambiguous from this single frame.",Fight\7qtRgyFsk3s_1.avi,Fight
7R1m3V8C30g_0.avi,75,"Yes, two individuals in the center of the image are engaged in a physical altercation, which is a sign of aggressive behavior. The ""Abnormal Activity Detected"" overlay also indicates this.",Fight\7R1m3V8C30g_0.avi,Fight
7R1m3V8C30g_1.avi,75,"While there is physical interaction among a group of men, which an automated system labels ""Abnormal Activity Detected,"" the smiling and laughing faces of bystanders suggest it's a playful scuffle or roughhousing, not genuine aggression.",Fight\7R1m3V8C30g_1.avi,Fight
7R1m3V8C30g_2.avi,75,"No, there are no clear signs of aggressive behavior from any person in this picture. Many individuals appear to be smiling or laughing, suggesting playful or jovial interactions.",Fight\7R1m3V8C30g_2.avi,Fight
7Xe6eysGKeU_0.avi,75,"Yes, the person in the black hoodie is displaying aggressive behavior by holding what appears to be a firearm and pointing it at another person.",Fight\7Xe6eysGKeU_0.avi,Fight
88ndrvAZpE8_0.avi,75,"Yes, there are clear signs of aggressive behavior from multiple people in the picture, as indicated by their physical engagement and postures, and further confirmed by the on-screen text ""fightDetected: true"" and ""violentActionsCount++"".",Fight\88ndrvAZpE8_0.avi,Fight
88ndrvAZpE8_1.avi,75,"Yes, there are clear signs of aggressive behavior. Multiple individuals are engaged in a physical altercation, and the on-screen text explicitly indicates ""fightDetected"" and ""violentActionsCount++"".",Fight\88ndrvAZpE8_1.avi,Fight
89UQqPuR4Q4_0.avi,75,"Yes, the image depicts one person physically engaging with another in a manner that suggests aggression, and the on-screen text explicitly refers to a ""VIOLENT WEEKEND ROBBERY SPREE.""",Fight\89UQqPuR4Q4_0.avi,Fight
8bEO4LGr_0.avi,75,"No, there are no visible signs of aggressive behavior from any person in this picture.",Fight\8bEO4LGr_0.avi,Fight
8mxsp2RTU6M_0.avi,75,"No, due to the extreme blurriness and low resolution of the image, it is impossible to discern any specific signs of aggressive behavior.",Fight\8mxsp2RTU6M_0.avi,Fight
8pKKdS7rhXo_0.avi,75,"Yes, there are clear signs of aggressive behavior. The person in the orange jumpsuit appears to be attacking the person in the correctional officer's uniform.",Fight\8pKKdS7rhXo_0.avi,Fight
8pKKdS7rhXo_1.avi,75,"Yes, there are clear signs of aggressive behavior.

Two individuals on the right side of the image are engaged in a physical altercation on the floor, and the news banner explicitly states ""Racine Correctional Officer Attacked by Inmate.""",Fight\8pKKdS7rhXo_1.avi,Fight
8pKKdS7rhXo_2.avi,75,"Yes, there are clear signs of aggressive behavior. An inmate is being forcefully restrained on the ground, and one correctional officer on the right is visibly punching.",Fight\8pKKdS7rhXo_2.avi,Fight
8SWZq5we_fk_0.avi,75,"No, there are no clear signs of aggressive behavior from any person in this picture. One person is kneeling, indicating a submissive or detained state, and the standing person's posture does not appear aggressive.",Fight\8SWZq5we_fk_0.avi,Fight
8SWZq5we_fk_1.avi,75,"Yes, the two individuals in the lower center of the image appear to be engaged in a physical struggle, which is a sign of aggressive behavior.",Fight\8SWZq5we_fk_1.avi,Fight
8VqTmuq4HcI_0.avi,75,"Yes, there are clear signs of aggressive behavior. One person is actively kicking or striking the other person in the image.",Fight\8VqTmuq4HcI_0.avi,Fight
91TniI0y_0.avi,75,"Yes, a person is on the ground, which could be the result of aggressive behavior.",Fight\91TniI0y_0.avi,Fight
9ErNHIovPDI_0.avi,75,"No, there are no visible signs of aggressive behavior from any person in this picture.",Fight\9ErNHIovPDI_0.avi,Fight
9U8J4abJGDg_0.avi,75,"No, there are no clear signs of aggressive behavior from any person in this picture. The individuals appear to be standing and possibly conversing, without any visible physical aggression or confrontational postures.",Fight\9U8J4abJGDg_0.avi,Fight
a2qLzOu_n0s_0.avi,75,"Yes, the hooded and gloved individuals show signs of aggressive behavior, appearing to be in the process of forcibly taking items from the counter, which suggests a robbery.",Fight\a2qLzOu_n0s_0.avi,Fight
a2qLzOu_n0s_1.avi,75,"Yes, there are clear signs of aggressive behavior from the people on the right side of the image, who appear to be engaged in a physical struggle.",Fight\a2qLzOu_n0s_1.avi,Fight
a2qLzOu_n0s_2.avi,75,"Yes, there are clear signs of aggressive behavior from multiple individuals in this picture.

One person (on the left) is holding and pointing what appears to be a firearm. Another person (in the center-right) is seen swinging a chair over their head, apparently as a weapon.",Fight\a2qLzOu_n0s_2.avi,Fight
a2qLzOu_n0s_3.avi,75,No obvious signs of aggressive behaviour are visible from any person in this picture.,Fight\a2qLzOu_n0s_3.avi,Fight
a2qLzOu_n0s_4.avi,75,"Yes, there are clear signs of aggressive behavior. The hooded individual is pointing what appears to be a firearm, and the older man is in a confrontational or defensive posture, indicating a physical altercation or immediate threat.",Fight\a2qLzOu_n0s_4.avi,Fight
a7D2i0HTXGM_0.avi,75,"Yes, one person in the black outfit appears to be striking or attempting to strike another person.",Fight\a7D2i0HTXGM_0.avi,Fight
a7D2i0HTXGM_1.avi,75,Yes. Several individuals appear to be engaged in a physical altercation.,Fight\a7D2i0HTXGM_1.avi,Fight
a7D2i0HTXGM_2.avi,75,"Yes, there are signs of aggressive behavior. One person is on the ground, and at least two other individuals are standing over them, with one appearing to be in a striking posture.",Fight\a7D2i0HTXGM_2.avi,Fight
a7gBQaAFEtw_2.avi,75,"No, the person shown is not displaying signs of aggressive behavior in this picture. While there appears to be damage to items on the desk, the person's current posture does not indicate aggression.",Fight\a7gBQaAFEtw_2.avi,Fight
a7gBQaAFEtw_4.avi,75,"No, the person visible in the image is lying on the floor and does not appear to be exhibiting aggressive behavior.",Fight\a7gBQaAFEtw_4.avi,Fight
adg5WJ6y_1.avi,75,"Yes, the scattered debris on the floor and the tense groupings of people suggest aggressive behavior or its aftermath.",Fight\adg5WJ6y_1.avi,Fight
aIg9Yb0O7Hg_0.avi,75,"No, based on the provided images, there are no clear signs of aggressive behavior from any person. The interactions appear to be blurry due to movement, but do not show explicit acts of aggression.",Fight\aIg9Yb0O7Hg_0.avi,Fight
aIg9Yb0O7Hg_1.avi,75,"Yes, there are signs of forceful physical interaction between people in the center of the image. The significant motion blur and intertwining bodies suggest a struggle or rapid, chaotic movement, which can be indicative of aggressive behavior.",Fight\aIg9Yb0O7Hg_1.avi,Fight
aIg9Yb0O7Hg_2.avi,75,"Due to significant motion blur, especially among the central figures, it is difficult to definitively determine aggressive behavior. While rapid movement is evident, there are no clear visual cues (like specific postures or expressions) to confirm aggression.",Fight\aIg9Yb0O7Hg_2.avi,Fight
aIg9Yb0O7Hg_3.avi,75,"Yes, the significant motion blur and the dynamic, contorted postures of the individuals, particularly the person on the couch with an extended leg, suggest a physical struggle or forceful interaction.",Fight\aIg9Yb0O7Hg_3.avi,Fight
aIg9Yb0O7Hg_4.avi,75,"Yes, there are signs of aggressive behavior. One person is depicted in a blurred, forceful motion, appearing to physically assault another person on the sofa.",Fight\aIg9Yb0O7Hg_4.avi,Fight
aIg9Yb0O7Hg_5.avi,75,"No, there are no clear signs of aggressive behavior. The interactions appear ambiguous and could be playful or intimate, but do not show overt violence or struggle.",Fight\aIg9Yb0O7Hg_5.avi,Fight
aKgSasWRJ2s_0.avi,75,"No, there are no clear and undeniable signs of aggressive physical behavior, such as fighting or pushing, visible from any person in this picture. While some individuals have raised arms, their actions are ambiguous within the context of a crowded environment.",Fight\aKgSasWRJ2s_0.avi,Fight
aKgSasWRJ2s_1.avi,75,"Yes, several individuals in the center-left of the image are engaged in a physical altercation, displaying aggressive behavior.",Fight\aKgSasWRJ2s_1.avi,Fight
aKgSasWRJ2s_2.avi,75,"Yes, the person in the red ""SPAIN"" shirt in the center is exhibiting aggressive behavior, appearing to be in a physical altercation.",Fight\aKgSasWRJ2s_2.avi,Fight
aKgSasWRJ2s_3.avi,75,"Yes, a woman in the bottom right has a very wide-open mouth, which could be interpreted as shouting or screaming. Additionally, police officers are physically engaging with several individuals, which often indicates a situation involving aggressive or non-compliant behavior.",Fight\aKgSasWRJ2s_3.avi,Fight
aKK0B4kpKZA_0.avi,75,"Yes, the text overlay clearly states ""CUSTOMER PUNCHES CRACKER BARREL EMPLOYEE,"" which indicates aggressive behavior.",Fight\aKK0B4kpKZA_0.avi,Fight
aKK0B4kpKZA_1.avi,75,"Yes, the news banner at the bottom of the image explicitly states ""CUSTOMER PUNCHES CRACKER BARREL EMPLOYEE"", indicating aggressive behavior.",Fight\aKK0B4kpKZA_1.avi,Fight
AkTZX27QhjE_1.avi,75,"Yes, there are signs of aggressive behavior. One person (wearing dark clothing) appears to be physically engaging with and pushing another person (in blue jeans) who is in a lowered or falling position.",Fight\AkTZX27QhjE_1.avi,Fight
AkTZX27QhjE_2.avi,75,"Yes, there are signs of aggressive behavior, specifically a physical struggle or altercation between two individuals on the left side of the image.",Fight\AkTZX27QhjE_2.avi,Fight
